pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CU,2024-05-24,77.4,1.43,5.77,"Falter, Bailey",660670,663559,,ball,,,,,13,Ball,R,R,L,PIT,ATL,B,,,0,1,2024,-0.25,-0.43,-0.7353473179586278,0.1544477403002417,,,,0,6,Top,,,,,,,-4.266858602344765,-112.7263133853179,-4.380752452925245,-1.3959481317298716,19.039408429963416,-35.29882818436606,3.68688834848088,1.68008138904215,,,,79.3,1970,7.4,745501,518735,656582,693304,669707,665833,668804,572191,658668,53.12,,,,,,,,45,2,Curveball,7,0,0,7,0,7,0,7,Standard,Strategic,310,-0.001,0.025,,,,-0.025,,7,-7,0.986,0.014,27,26,27,27,3,2,6,1,7,1,4.2,-0.25,0.25,58.4,,,,,
CU,2024-05-24,76.9,1.46,5.78,"Falter, Bailey",660670,663559,,called_strike,,,,,6,Called Strike,R,R,L,PIT,ATL,S,,,0,0,2024,-0.32,-0.16,0.3968306335590699,2.670756204696877,,,,0,6,Top,,,,,,,-1.7249085098069956,-112.04506188997608,0.630192654106073,-2.3970161224791973,18.448714012969116,-33.80339303431801,3.63304466752088,1.71435326448094,,,,78.7,1954,7.3,745501,518735,656582,693304,669707,665833,668804,572191,658668,53.2,,,,,,,,45,1,Curveball,7,0,0,7,0,7,0,7,Standard,Strategic,294,0.001,-0.037,,,,0.037,,7,-7,0.985,0.015,27,26,27,27,3,2,6,1,7,1,3.97,-0.32,0.32,57.0,,,,,
CU,2024-05-24,75.6,1.31,5.71,"Falter, Bailey",660670,663559,single,hit_into_play,,,,,4,Ronald Acuña Jr. singles on a line drive to left fielder Bryan Reynolds.,R,R,L,PIT,ATL,X,7,line_drive,2,1,2024,-0.39,-0.5,-0.5186263745383852,2.627969527572757,,,,0,4,Top,88.89,69.95,,,,,-3.170669252973015,-110.0267257898936,1.6163222294420698,-2.64985319429765,19.074146854294177,-36.77685598520157,3.54,1.64,302,93.7,20,77.0,1820,7.2,745501,518735,656582,693304,669707,665833,668804,572191,658668,53.3,0.3,0.329,0.9,1,1,0,4,28,4,Curveball,5,0,0,5,0,5,0,5,Standard,Strategic,304,-0.021,0.407,79.5,7.1,0.497,-0.407,93.7,5,-5,0.919,0.0809999999999999,27,26,27,27,2,1,6,1,7,1,4.48,-0.39,0.39,54.0,6.488417632474892,1.0852700219206484,33.9162163075749,30.5235185004983,37.4385591336635
FF,2024-05-24,91.4,1.13,5.79,"Falter, Bailey",660670,663559,,ball,,,,,2,Ball,R,R,L,PIT,ATL,B,,,1,1,2024,0.08,1.51,0.2582496717758749,3.711159660844256,,,,0,4,Top,,,,,,,-2.433291071363753,-133.20918833467667,-2.717196524965349,1.4802047124874127,28.236149285737365,-13.772596433032708,3.75057335301454,1.74291518584629,,,,93.8,1929,7.6,745501,518735,656582,693304,669707,665833,668804,572191,658668,52.91,,,,,,,,28,3,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Strategic,171,-0.003,0.053,,,,-0.053,,5,-5,0.922,0.0779999999999999,27,26,27,27,2,1,6,1,7,1,1.2,0.08,-0.08,53.4,,,,,
FF,2024-05-24,91.1,1.06,5.78,"Falter, Bailey",660670,663559,,ball,,,,,11,Ball,R,R,L,PIT,ATL,B,,,0,1,2024,0.09,1.37,-1.060989538914154,3.2841998901065113,,,,0,4,Top,,,,,,,-5.663099835062983,-132.5697682091616,-3.415141723565718,2.219766475197686,26.67764600602492,-15.432822072116911,3.75984950947444,1.7208680097596,,,,93.4,2060,7.5,745501,518735,656582,693304,669707,665833,668804,572191,658668,52.96,,,,,,,,28,2,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Strategic,165,-0.001,0.025,,,,-0.025,,5,-5,0.923,0.0769999999999999,27,26,27,27,2,1,6,1,7,1,1.36,0.09,-0.09,54.4,,,,,
FF,2024-05-24,91.0,1.23,5.78,"Falter, Bailey",660670,663559,,foul,,,,,6,Foul,R,R,L,PIT,ATL,S,,,0,0,2024,0.54,1.46,0.4451769706566585,2.695132549805625,,,,0,4,Top,,,,,,,-3.1984234419467095,-132.45121090578746,-5.069148268485425,6.995724917162881,28.71187194531546,-14.123467011617244,3.54,1.64,204,84.5,61,92.9,2036,7.5,745501,518735,656582,693304,669707,665833,668804,572191,658668,53.05,,,,,,,,28,1,4-Seam Fastball,5,0,0,5,0,5,0,5,Infield shade,Strategic,173,0.002,-0.037,77.6,7.5,,0.037,88.0,5,-5,0.921,0.0789999999999999,27,26,27,27,2,1,6,1,7,1,1.3,0.54,-0.54,57.4,11.07376200994976,10.57446191195445,31.02838003954072,44.130565356195795,26.596024690060055
FF,2024-05-24,90.5,1.25,5.81,"Falter, Bailey",660670,663559,field_out,hit_into_play,,,,,5,"Ronald Acuña Jr. grounds out, third baseman Jared Triolo to first baseman Connor Joe.",R,R,L,PIT,ATL,X,5,ground_ball,0,0,2024,0.19,1.37,-0.0235183579359045,2.902833734710734,,,,0,1,Top,117.51,173.89,,,,,-3.657532924290798,-131.6700490527728,-4.307745215610332,3.0196779124894624,28.361664121904766,-15.582044338424858,3.55423347324844,1.65459498478738,5,92.2,-31,92.4,2001,7.4,745501,518735,656582,693304,669707,665833,668804,572191,658668,53.05,0.082,0.077,0.0,1,0,0,2,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,169,0.022,-0.254,76.7,7.6,0.126,0.254,92.2,0,0,0.5,0.5,27,26,27,27,1,0,6,1,7,1,1.42,0.19,-0.19,54.7,11.741741853682838,1.4380735838918388,28.081423151816303,36.44800935378414,33.09069009526292
SI,2024-05-23,88.4,-2.0,5.89,"Hendricks, Kyle",660670,543294,strikeout,swinging_strike,,,,,11,Ronald Acuña Jr. strikes out swinging.,R,R,R,CHC,ATL,S,2,,3,2,2024,-1.1,0.57,-0.5076025572709884,3.76169008248522,,644433,594807,0,8,Top,,,,,,,5.851170730825149,-128.84181747620988,-0.4029444922526899,-13.450440679118818,22.733789375321972,-25.826862822610742,3.55,1.63,,,,88.1,1955,5.7,746874,543228,683737,663538,666624,621020,643565,641355,673548,54.84,,0.0,0.0,1,0,0,,56,6,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,212,0.055,-0.36,70.0,6.3,,0.36,,-1,1,0.164,0.836,34,26,35,27,1,3,6,1,6,1,2.3,1.1,1.1,41.8,5.899420879346149,27.23969088966508,27.20162710069772,34.58832527140213,16.766049825253024
CU,2024-05-23,75.0,-1.9,5.94,"Hendricks, Kyle",660670,543294,,blocked_ball,,,,,14,Ball In Dirt,R,R,R,CHC,ATL,B,,,2,2,2024,1.23,-1.13,2.445165191705394,0.3067587820084112,,644433,594807,0,8,Top,,,,,,,6.699579507358758,-108.95130294954096,-2.3033406618358567,8.266926726507165,22.88237727747799,-40.840258074505066,3.60452752849758,1.68486432338108,,,,73.4,3032,5.6,746874,543228,683737,663538,666624,621020,643565,641355,673548,54.87,,,,,,,,56,5,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,41,-0.016,0.137,,,,-0.137,,-1,1,0.18,0.8200000000000001,34,26,35,27,1,3,6,1,6,1,5.27,-1.23,-1.23,43.2,,,,,
SI,2024-05-23,86.6,-1.99,5.83,"Hendricks, Kyle",660670,543294,,ball,,,,,13,Ball,R,R,R,CHC,ATL,B,,,1,2,2024,-1.27,0.45,-0.2578088529945863,1.0162275930673146,,644433,594807,0,8,Top,,,,,,,6.644405923481627,-125.84087183704744,-6.152086387205658,-14.84098999281414,24.236401215242125,-26.404821597096245,3.60452752849758,1.63678681648792,,,,85.7,1906,5.7,746874,543228,683737,663538,666624,621020,643565,641355,673548,54.82,,,,,,,,56,4,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,216,-0.007,0.026,,,,-0.026,,-1,1,0.187,0.813,34,26,35,27,1,3,6,1,6,1,2.59,1.27,1.27,42.9,,,,,
CH,2024-05-23,79.5,-2.05,5.95,"Hendricks, Kyle",660670,543294,,foul,,,,,8,Foul,R,R,R,CHC,ATL,S,,,1,1,2024,-0.36,1.08,-0.0802749988901017,1.6652438460867631,,644433,594807,0,8,Top,,,,,,,4.924971784109806,-115.7402288745572,-4.675642353855272,-4.106986198276999,19.551296045669325,-21.809856292303003,3.55,1.63,186,65.1,45,78.8,2153,5.5,746874,543228,683737,663538,666624,621020,643565,641355,673548,54.96,,,,,,,,56,3,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,226,0.012,-0.069,75.9,8.2,,0.069,88.0,-1,1,0.175,0.825,34,26,35,27,1,3,6,1,6,1,2.5,0.36,0.36,42.6,11.336937346819946,5.35370314486282,46.34769878991776,38.246280887875706,31.216452529542995
SI,2024-05-23,88.0,-2.19,5.85,"Hendricks, Kyle",660670,543294,,ball,,,,,11,Ball,R,R,R,CHC,ATL,B,,,0,1,2024,-0.93,0.34,-1.8300342658330704,3.5681644093924896,,644433,594807,0,8,Top,,,,,,,2.7740937205381297,-128.2893696985632,-0.2101561100439006,-10.883757382351073,24.641920890359792,-28.535233291779576,3.60452752849758,1.68486432338108,,,,87.3,1930,5.6,746874,543228,683737,663538,666624,621020,643565,641355,673548,54.93,,,,,,,,56,2,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,209,-0.005,0.034,,,,-0.034,,-1,1,0.18,0.8200000000000001,34,26,35,27,1,3,6,1,6,1,2.57,0.93,0.93,40.4,,,,,
CH,2024-05-23,79.9,-2.04,5.94,"Hendricks, Kyle",660670,543294,,called_strike,,,,,3,Called Strike,R,R,R,CHC,ATL,S,,,0,0,2024,-0.22,1.09,0.4399029941571341,3.24949629450455,,644433,594807,0,8,Top,,,,,,,5.807349564593308,-116.32632058566156,-1.271216707903472,-3.0674344714572066,21.02159903820892,-22.212642037239007,3.55681323594777,1.58869895859932,,,,79.0,2133,5.6,746874,543228,683737,663538,666624,621020,643565,641355,673548,54.92,,,,,,,,56,1,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,225,0.007,-0.044,,,,0.044,,-1,1,0.173,0.827,34,26,35,27,1,3,6,1,6,1,2.46,0.22,0.22,40.8,,,,,
FF,2024-05-23,93.4,-1.17,5.87,"Wesneski, Hayden",660670,669713,field_out,hit_into_play,,,,,6,"Ronald Acuña Jr. grounds out, first baseman Michael Busch to pitcher Hayden Wesneski.",R,R,R,CHC,ATL,X,3,ground_ball,0,0,2024,-0.65,1.02,0.7533683473115469,2.592914595900541,,,,2,5,Top,150.67,160.72,,,,,6.464764311334378,-135.90106601151325,-5.0309289368035675,-9.35355470328873,27.136368585589345,-18.662417150687368,3.55,1.63,58,77.4,3,95.0,2105,7.0,746874,543228,683737,663538,666624,621020,643565,641355,673548,53.46,0.216,0.194,0.0,1,0,0,2,35,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,209,0.011,-0.256,77.6,7.6,0.24,0.256,88.0,-1,1,0.404,0.596,26,26,27,27,1,2,2,1,4,1,1.58,0.65,0.65,46.2,13.600473332416444,5.9687218842896375,27.991829866869505,50.21180558247395,36.31960098187895
KC,2024-05-23,86.9,-1.41,6.5,"Brown, Ben",660670,676962,strikeout,swinging_strike,,,,,6,Ronald Acuña Jr. strikes out swinging.,R,R,R,CHC,ATL,S,2,,2,2,2024,0.19,0.1,0.4587974002698565,2.711539141234707,,,,1,3,Top,,,,,,,4.10331848120555,-126.53571944629776,-3.1339874190754653,1.2661184444920377,25.449758430603076,-30.6735600180561,3.55,1.63,,,,87.3,2213,6.5,746874,543228,683737,663538,666624,621020,643565,641355,673548,54.03,,0.0,0.0,1,0,0,,17,5,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,90,0.015,-0.225,78.4,7.6,,0.225,,0,0,0.528,0.472,24,26,25,27,2,1,4,1,5,1,2.91,-0.19,-0.19,45.3,6.955893953827475,14.168870418135729,30.27436635006,45.2424477715496,22.48793679046178
FF,2024-05-23,95.9,-1.55,6.38,"Brown, Ben",660670,676962,,called_strike,,,,,3,Called Strike,R,R,R,CHC,ATL,S,,,2,1,2024,-0.79,1.35,0.6742956270346344,3.118955827059992,,,,1,3,Top,,,,,,,7.743232842416574,-139.4401110422304,-6.144099776164888,-12.059012467421796,29.5773866986011,-13.33390979623518,3.6033296411772,1.63570085600634,,,,96.8,2200,6.7,746874,543228,683737,663538,666624,621020,643565,641355,673548,53.78,,,,,,,,17,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,210,0.006,-0.078,,,,0.078,,0,0,0.522,0.478,24,26,25,27,2,1,4,1,5,1,1.12,0.79,0.79,46.0,,,,,
FF,2024-05-23,96.1,-1.56,6.36,"Brown, Ben",660670,676962,,ball,,,,,11,Ball,R,R,R,CHC,ATL,B,,,1,1,2024,-0.67,1.18,-0.5038446014502413,3.877637393348137,,,,1,3,Top,,,,,,,4.364135545027635,-139.90657832703977,-3.6968601824661937,-9.815365178694842,30.032258972663872,-16.082366144078343,3.55561877751175,1.58761630547761,,,,97.0,2198,6.7,746874,543228,683737,663538,666624,621020,643565,641355,673548,53.83,,,,,,,,17,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214,-0.004,0.059,,,,-0.059,,0,0,0.526,0.474,24,26,25,27,2,1,4,1,5,1,1.28,0.67,0.67,40.6,,,,,
KC,2024-05-23,86.0,-1.5,6.44,"Brown, Ben",660670,676962,,swinging_strike_blocked,,,,,14,Swinging Strike (Blocked),R,R,R,CHC,ATL,S,,,1,0,2024,0.26,-0.09,1.621450152385362,0.7514643366454603,,,,1,3,Top,,,,,,,6.9207632652645,-125.05825925319478,-7.112811152118825,1.3888233852840726,23.881263360882517,-31.95100795607996,3.55,1.63,,,,86.7,2101,6.6,746874,543228,683737,663538,666624,621020,643565,641355,673548,53.86,,,,,,,,17,2,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,63,0.004,-0.051,40.7,7.7,,0.051,,0,0,0.522,0.478,24,26,25,27,2,1,4,1,5,1,3.17,-0.26,-0.26,44.6,-0.4548661962010503,16.82094469485897,44.69971662665219,61.09587531278827,21.4182870297618
FF,2024-05-23,96.0,-1.32,6.32,"Brown, Ben",660670,676962,,ball,,,,,14,Ball,R,R,R,CHC,ATL,B,,,0,0,2024,-0.43,1.34,2.0263300615852646,2.517731781569873,,,,1,3,Top,,,,,,,9.897438576663829,-139.269242426426,-7.527616576666565,-7.8944565316813105,32.017629919619765,-13.096166752124663,3.6033296411772,1.63570085600634,,,,96.5,2150,6.8,746874,543228,683737,663538,666624,621020,643565,641355,673548,53.7,,,,,,,,17,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,212,-0.003,0.039,,,,-0.039,,0,0,0.525,0.475,24,26,25,27,2,1,4,1,5,1,1.15,0.43,0.43,43.5,,,,,
FF,2024-05-23,96.2,-1.5,6.34,"Brown, Ben",660670,676962,single,hit_into_play,,,,,5,Ronald Acuña Jr. singles on a ground ball to shortstop Dansby Swanson.,R,R,R,CHC,ATL,X,6,ground_ball,0,0,2024,-0.6,1.4,-0.1505129776933195,2.564550382528835,,,,0,1,Top,108.31,146.2,,,,,4.975205158340106,-139.99649394809234,-7.721558508376115,-8.897306617211727,27.642326000083948,-12.251220601553834,3.55,1.63,141,106.6,7,97.5,2090,6.7,746874,543228,683737,663538,666624,621020,643565,641355,673548,53.77,0.671,0.648,0.9,1,1,0,4,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,213,-0.036,0.448,77.0,7.5,0.798,-0.448,106.6,0,0,0.5,0.5,24,26,25,27,1,0,4,1,5,1,1.04,0.6,0.6,40.0,13.17693896954164,4.370424805201416,34.06262392997193,40.87585253825196,32.24920330120439
FF,2024-05-22,89.9,-4.3,4.3,"Cuas, Jose",660670,621016,strikeout,foul_tip,,,,,6,Ronald Acuña Jr. strikes out on a foul tip.,R,R,R,CHC,ATL,S,2,,1,2,2024,-0.54,0.72,0.5078180388341431,2.52139110046691,,670097,,2,8,Top,,,,,,,13.05002168131192,-130.30436274943932,0.0692684481676806,-8.908891787406114,27.03943886367936,-24.15606484624132,3.55,1.6,,,,89.9,2334,6.5,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.04,,0.0,0.0,1,0,0,,59,4,4-Seam Fastball,1,9,9,1,9,1,9,1,Standard,Standard,249,0.0,-0.213,76.0,7.7,,0.213,,-8,8,0.002,0.998,30,26,30,27,2,4,5,1,38,1,2.11,0.54,0.54,3.6,9.40981655071844,8.685561556471061,32.64053397855892,47.69625770987328,28.58246786349675
ST,2024-05-22,82.4,-4.38,3.89,"Cuas, Jose",660670,621016,,ball,,,,,14,Ball,R,R,R,CHC,ATL,B,,,0,2,2024,0.79,-0.04,4.610595424881895,1.0949685655165655,671739,,670097,2,8,Top,,,,,,,18.718531614125485,-118.50274423372063,0.4717349964749833,3.5890306311008984,24.278687224830488,-32.94807726819406,3.49847648193516,1.5905287683961,,,,81.4,2562,6.5,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.05,,,,,,,,59,3,Sweeper,1,8,8,1,9,1,9,1,Standard,Standard,45,-0.002,0.035,,,,-0.035,,-7,7,0.004,0.996,30,26,30,27,2,4,5,1,38,1,3.5,-0.79,-0.79,-1.4,,,,,
ST,2024-05-22,81.8,-4.6,3.9,"Cuas, Jose",660670,621016,,called_strike,,,,,4,Called Strike,R,R,R,CHC,ATL,S,,,0,1,2024,0.97,0.16,-0.7529737752602427,2.8593669146301455,671739,,670097,2,8,Top,,,,,,,6.798841200992743,-118.79857063189544,3.9884084427297175,7.760992557772129,24.236599647981336,-31.737814119160426,3.45074987245187,1.56648827166974,,,,81.6,2532,6.4,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.09,,,,,,,,59,2,Sweeper,1,8,8,1,8,1,8,1,Standard,Standard,64,0.0,-0.082,,,,0.082,,-7,7,0.004,0.996,30,26,30,27,2,4,5,1,38,1,3.28,-0.97,-0.97,1.8,,,,,
SI,2024-05-22,91.8,-4.47,4.15,"Cuas, Jose",660670,621016,,foul,,,,,11,Foul,R,R,R,CHC,ATL,S,,,0,0,2024,-1.19,0.53,-1.1197659726891735,3.36257783657753,671739,,670097,2,8,Top,,,,,,,11.01646016070931,-133.22343761180363,2.745239311870633,-16.509034552104982,28.70736151756266,-26.746164715840138,3.55,1.6,,,,91.6,2530,6.3,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.18,,,,,,,,59,1,Sinker,1,8,8,1,8,1,8,1,Standard,Standard,250,0.0,-0.046,78.9,7.2,,0.046,,-7,7,0.004,0.996,30,26,30,27,2,4,5,1,38,1,2.19,1.19,1.19,2.1,11.651375048007466,-3.084973783865682,27.922602268407537,30.085051375203225,31.93452565078258
SI,2024-05-22,93.0,-4.44,4.25,"Cuas, Jose",660670,621016,walk,ball,,,,,13,Ronald Acuña Jr. walks. Adam Duvall to 3rd. Zack Short to 2nd.,R,R,R,CHC,ATL,B,,,3,1,2024,-1.22,-0.18,-1.879851105160662,2.1386211040900434,,594807,670097,1,7,Top,,,,,,,9.2248849241488,-135.16076997252054,0.743889928963974,-16.942970442235715,28.07201936607257,-34.757246310921154,3.53088938634287,1.64716150046209,,,,93.1,2522,6.3,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.19,,0.689131,0.7,1,0,0,,47,5,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,250,-0.023,0.201,,,,-0.201,,-2,2,0.145,0.855,30,26,30,27,1,3,5,1,38,1,2.81,1.22,1.22,3.6,,,,,
SI,2024-05-22,92.7,-4.35,4.25,"Cuas, Jose",660670,621016,,ball,,,,,13,Ball,R,R,R,CHC,ATL,B,,,2,1,2024,-1.43,0.08,-2.1737141743563635,1.402963153227606,,594807,670097,1,7,Top,,,,,,,8.669945148681252,-134.72328651844413,-1.630309341631916,-19.32309063190742,29.402812192797914,-31.01433087423474,3.53088938634287,1.64716150046209,,,,92.5,2538,6.3,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.23,,,,,,,,47,4,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,248,-0.011,0.104,,,,-0.104,,-2,2,0.156,0.844,30,26,30,27,1,3,5,1,38,1,2.58,1.43,1.43,0.8,,,,,
ST,2024-05-22,83.4,-4.4,4.09,"Cuas, Jose",660670,621016,,ball,,,,,14,Ball,R,R,R,CHC,ATL,B,,,1,1,2024,1.01,0.28,2.4424216088590684,2.291728918313652,,594807,670097,1,7,Top,,,,,,,13.68672932921398,-120.77660780655556,1.8029113047984977,7.245815139357781,23.030315206750178,-30.017152422719946,3.53088938634287,1.62312620142462,,,,83.1,2551,6.3,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.22,,,,,,,,47,3,Sweeper,1,3,3,1,3,1,3,1,Standard,Standard,43,-0.006,0.042,,,,-0.042,,-2,2,0.162,0.838,30,26,30,27,1,3,5,1,38,1,3.02,-1.01,-1.01,0.0,,,,,
ST,2024-05-22,82.7,-4.46,4.17,"Cuas, Jose",660670,621016,,ball,,,,,13,Ball,R,R,R,CHC,ATL,B,,,0,1,2024,0.86,0.14,-1.3299370421943288,1.977359761711575,,594807,670097,1,7,Top,,,,,,,5.454570458418663,-120.37108889256844,1.2085641417415782,7.391218912023445,22.339733980771044,-31.255563626283113,3.50703083297682,1.64716150046209,,,,82.8,2434,6.3,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.23,,,,,,,,47,2,Sweeper,1,3,3,1,3,1,3,1,Standard,Standard,59,-0.003,0.015,,,,-0.015,,-2,2,0.165,0.835,30,26,30,27,1,3,5,1,38,1,3.18,-0.86,-0.86,0.5,,,,,
SI,2024-05-22,92.4,-4.5,4.21,"Cuas, Jose",660670,621016,,foul,,,,,7,Foul,R,R,R,CHC,ATL,S,,,0,0,2024,-1.44,0.27,-0.5366319891595994,1.8725146504037824,,594807,670097,1,7,Top,,,,,,,13.223642827281134,-133.98915928925337,-0.7008346643199663,-20.12634275927287,27.77698810265072,-28.978693281701307,3.55,1.6,248,78.9,38,92.5,2431,6.4,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.07,,,,,,,,47,1,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,252,0.005,-0.039,75.3,7.5,,0.039,88.0,-2,2,0.16,0.84,30,26,30,27,1,3,5,1,38,1,2.41,1.44,1.44,1.0,-2.4844770834222416,16.466223579799486,41.26145516738764,36.69587152754242,21.97594061436849
SL,2024-05-22,83.2,2.02,6.21,"Steele, Justin",660670,657006,field_out,hit_into_play,,,,,13,"Ronald Acuña Jr. grounds out, shortstop Dansby Swanson to first baseman Patrick Wisdom.",R,R,L,CHC,ATL,X,6,ground_ball,0,0,2024,-1.02,0.06,-1.145773154029702,2.230652972239594,,,,0,6,Top,111.34,161.93,,,,,-5.25108952079621,-120.97590456041613,-2.705950794080541,-8.81362395195415,26.01595932378788,-31.227403618319148,3.55,1.6,5,76.0,-25,82.9,2803,6.4,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.15,0.046,0.086,0.0,1,0,0,2,34,1,Slider,0,2,2,0,2,0,2,0,Standard,Standard,308,0.017,-0.254,76.1,6.7,0.05,0.254,88.0,-2,2,0.221,0.779,28,26,29,27,3,2,6,1,5,1,3.26,-1.02,1.02,48.0,1.156611369533985,17.276639337747227,37.8851071708945,28.249386683959138,27.90199559912407
SL,2024-05-22,84.2,2.13,6.19,"Steele, Justin",660670,657006,field_out,hit_into_play,,,,,7,"Ronald Acuña Jr. grounds out, third baseman Nick Madrigal to first baseman Patrick Wisdom.",R,R,L,CHC,ATL,X,5,ground_ball,1,0,2024,-1.07,-0.05,-0.4419476677009655,2.089515035688737,,,,1,3,Top,96.21,168.59,,,,,-3.847844609928416,-122.5155928407252,-2.978906810848085,-9.864154603293953,26.73364770550956,-32.2784049576842,3.55,1.6,3,72.6,-31,83.8,2830,6.3,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.2,0.056,0.06,0.0,1,0,0,2,16,2,Slider,0,2,2,0,2,0,2,0,Standard,Standard,307,0.015,-0.295,78.4,7.7,0.06,0.295,88.0,-2,2,0.304,0.696,28,26,29,27,2,1,6,1,5,1,3.3,-1.07,1.07,46.6,6.255820404477422,6.678130406917443,41.92887203563811,36.96425603278905,31.560996889719114
FF,2024-05-22,91.9,2.07,6.21,"Steele, Justin",660670,657006,,ball,,,,,12,Ball,R,R,L,CHC,ATL,B,,,0,0,2024,-0.26,1.1,0.5919283760267461,3.600250267879657,,,,1,3,Top,,,,,,,-3.181965484506513,-133.96216652970523,-3.1991670836637853,-2.4951355413088683,26.709268057152663,-18.46316519890462,3.4593045234132,1.551004794198,,,,92.4,2392,6.3,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.16,,,,,,,,16,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,156,-0.002,0.039,,,,-0.039,,-2,2,0.306,0.694,28,26,29,27,2,1,6,1,5,1,1.58,-0.26,0.26,46.3,,,,,
FF,2024-05-22,94.5,1.99,6.03,"Steele, Justin",660670,657006,field_out,hit_into_play,,,,,5,"Ronald Acuña Jr. grounds out, second baseman Nico Hoerner to first baseman Patrick Wisdom.",R,R,L,CHC,ATL,X,4,ground_ball,3,2,2024,0.06,1.1,-0.1239647169638759,2.4186287998151044,,,,0,1,Top,137.36,149.22,,,,,-5.646117923366436,-137.47571247625595,-6.200377583494698,1.947465557840808,29.6799210950834,-16.986379053912426,3.55,1.6,7,74.8,-17,94.8,2446,6.4,746876,665804,621550,663538,663611,621020,664023,641355,673548,54.08,0.046,0.059,0.0,1,0,0,2,1,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,159,0.027,-0.333,76.8,7.1,0.05,0.333,88.0,0,0,0.495,0.505,28,26,29,27,1,0,6,1,5,1,1.44,0.06,-0.06,42.7,-1.012742856295575,27.550497822064116,36.68497203768451,39.13494609777251,17.371618136149372
