Name,Team,batter,season,G,PA,AB,H,2B,3B,HR,BB,K,HBP,SF,AVG,OBP,SLG,OPS,ISO,BABIP,BB%,K%,BIP%,wOBA,wRC+,WAR,age_bat_median,K_BB_ratio,contact_rate
Unknown_592626,SF,592626,2022,142,455,400,108,19,3,24,43,107,8,4,0.27,0.349,0.512,0.862,0.242,0.308,0.0945,0.2352,0.6527,0.397,135.4,3.6,30.0,2.488888888888889,0.7648
Unknown_663993,TEX,663993,2022,167,673,621,189,27,3,28,48,156,4,0,0.304,0.358,0.493,0.851,0.188,0.368,0.0713,0.2318,0.6909,0.396,134.8,5.2,27.0,3.2510518934081345,0.7682
Unknown_547989,CWS,547989,2022,168,713,628,192,44,0,16,69,114,12,4,0.306,0.383,0.452,0.835,0.146,0.351,0.0968,0.1599,0.7265,0.396,134.8,5.5,35.0,1.6518595041322313,0.8401000000000001
Unknown_643376,TOR,643376,2022,76,274,239,63,12,0,16,26,51,3,6,0.264,0.336,0.515,0.85,0.251,0.264,0.0949,0.1861,0.708,0.395,134.1,2.1,27.0,1.9610115911485773,0.8139000000000001
Unknown_571448,STL,571448,2022,159,650,587,171,44,1,31,52,79,7,4,0.291,0.354,0.528,0.882,0.237,0.291,0.08,0.1215,0.7877,0.394,133.4,4.9,31.0,1.5187499999999998,0.8785000000000001
Unknown_575929,CHC,575929,2022,122,512,433,104,23,2,24,52,110,25,2,0.24,0.354,0.469,0.822,0.229,0.266,0.1016,0.2148,0.6348,0.394,133.4,3.9,30.0,2.1141732283464565,0.7852
Unknown_663586,ATL,663586,2022,174,741,656,175,40,2,40,63,181,18,4,0.267,0.345,0.517,0.862,0.25,0.308,0.085,0.2443,0.6464,0.393,132.7,5.6,25.0,2.874117647058823,0.7557
Unknown_670712,MIL,670712,2022,74,188,167,41,5,0,7,16,57,5,0,0.246,0.33,0.401,0.731,0.156,0.33,0.0851,0.3032,0.5851,0.393,132.7,1.4,28.0,3.5628672150411287,0.6968
Unknown_608070,CLE,608070,2022,173,743,657,183,48,5,32,71,95,6,9,0.279,0.35,0.513,0.863,0.234,0.28,0.0956,0.1279,0.7685,0.392,132.1,5.5,30.0,1.337866108786611,0.8721
Unknown_592663,PHI,592663,2022,157,626,563,158,29,5,24,45,134,13,5,0.281,0.345,0.478,0.823,0.197,0.327,0.0719,0.2141,0.6933,0.392,132.1,4.6,31.0,2.977746870653686,0.7859
Unknown_405395,STL,405395,2022,114,366,322,88,14,0,24,28,56,10,6,0.273,0.344,0.54,0.885,0.267,0.258,0.0765,0.153,0.7432,0.392,132.1,2.7,42.0,2.0,0.847
Unknown_665926,CLE,665926,2022,159,607,532,157,28,4,18,40,125,27,3,0.295,0.372,0.464,0.836,0.169,0.355,0.0659,0.2059,0.6755,0.391,131.4,4.4,24.0,3.12443095599393,0.7941
Unknown_650490,TB,650490,2022,148,598,510,146,35,0,9,81,66,6,1,0.286,0.39,0.408,0.797,0.122,0.314,0.1355,0.1104,0.7441,0.391,131.4,4.4,31.0,0.814760147601476,0.8896
Unknown_543807,TOR,543807,2022,143,614,545,149,23,4,27,56,106,8,5,0.273,0.347,0.479,0.826,0.206,0.293,0.0912,0.1726,0.7166,0.391,131.4,4.5,33.0,1.8925438596491229,0.8274
Unknown_668804,PIT,668804,2022,156,650,576,153,22,5,30,57,152,14,3,0.266,0.345,0.477,0.822,0.212,0.31,0.0877,0.2338,0.6569,0.391,131.4,4.8,27.0,2.6659064994298745,0.7662
Unknown_643446,NYM,643446,2022,159,636,576,185,42,2,9,43,63,11,6,0.321,0.376,0.448,0.824,0.127,0.345,0.0676,0.0991,0.816,0.388,129.4,4.5,30.0,1.4659763313609468,0.9009
Unknown_621043,MIN,621043,2022,143,610,542,159,26,1,25,61,127,3,4,0.293,0.366,0.483,0.849,0.19,0.34,0.1,0.2082,0.6869,0.388,129.4,4.3,28.0,2.082,0.7918000000000001
Unknown_488726,HOU,488726,2022,72,304,268,75,14,1,7,32,36,2,1,0.28,0.36,0.418,0.778,0.138,0.301,0.1053,0.1184,0.7664,0.388,129.4,2.1,35.0,1.124406457739791,0.8815999999999999
Unknown_605141,LAD,605141,2022,153,680,609,160,41,3,35,58,113,8,5,0.263,0.332,0.512,0.845,0.25,0.268,0.0853,0.1662,0.7368,0.387,128.7,4.7,30.0,1.9484173505275497,0.8338
Unknown_650333,MIN,650333,2022,154,634,573,184,34,2,8,55,45,3,3,0.321,0.382,0.429,0.811,0.108,0.337,0.0868,0.071,0.8375,0.387,128.7,4.4,25.0,0.8179723502304147,0.929
Unknown_672386,TOR,672386,2022,149,577,501,144,21,0,15,68,61,4,4,0.287,0.374,0.419,0.794,0.132,0.301,0.1179,0.1057,0.7695,0.386,128.1,4.0,24.0,0.8965224766751484,0.8943
Unknown_673357,CWS,673357,2022,105,438,414,121,22,0,15,18,85,4,2,0.292,0.326,0.454,0.781,0.162,0.335,0.0411,0.1941,0.7557,0.386,128.1,3.0,25.0,4.7226277372262775,0.8059000000000001
Unknown_664238,SEA,664238,2022,105,293,238,53,12,2,9,40,91,13,1,0.223,0.363,0.403,0.766,0.181,0.317,0.1365,0.3106,0.5017,0.385,127.4,2.0,30.0,2.2754578754578754,0.6894
Unknown_680977,STL,680977,2022,134,508,429,118,22,1,6,62,77,14,2,0.275,0.383,0.373,0.756,0.098,0.322,0.122,0.1516,0.6969,0.384,126.7,3.4,25.0,1.2426229508196722,0.8484
Unknown_519203,NYY,519203,2022,143,596,504,115,22,1,34,65,109,25,2,0.228,0.344,0.478,0.822,0.25,0.223,0.1091,0.1829,0.6661,0.382,125.4,3.9,33.0,1.6764436296975251,0.8170999999999999
Unknown_656811,KC,656811,2022,75,174,162,43,8,1,3,9,39,2,1,0.265,0.31,0.383,0.693,0.117,0.331,0.0517,0.2241,0.7126,0.382,125.4,1.1,29.0,4.3346228239845255,0.7759
Unknown_607043,NYM,607043,2022,159,717,618,168,30,8,17,77,127,16,3,0.272,0.366,0.429,0.794,0.157,0.317,0.1074,0.1771,0.689,0.381,124.7,4.6,29.0,1.648975791433892,0.8229
Unknown_665489,TOR,665489,2022,173,748,677,185,37,0,33,61,123,6,4,0.273,0.337,0.474,0.811,0.201,0.29,0.0816,0.1644,0.746,0.381,124.7,4.8,23.0,2.014705882352941,0.8356
Unknown_669742,PHI,669742,2022,49,158,151,38,10,1,9,6,47,1,0,0.252,0.285,0.51,0.795,0.258,0.305,0.038,0.2975,0.6582,0.381,124.7,1.0,27.0,7.828947368421052,0.7025
Unknown_676701,COL,676701,2022,47,151,144,37,8,0,4,5,38,2,0,0.257,0.291,0.396,0.687,0.139,0.324,0.0331,0.2517,0.702,0.381,124.7,1.0,26.0,7.604229607250756,0.7483
Unknown_641313,CWS,641313,2022,91,386,366,115,17,0,6,14,60,6,0,0.314,0.35,0.41,0.76,0.096,0.363,0.0363,0.1554,0.7927,0.381,124.7,2.5,29.0,4.2809917355371905,0.8446
Unknown_596019,NYM,596019,2022,174,756,674,182,27,5,31,63,143,11,8,0.27,0.339,0.463,0.802,0.193,0.297,0.0833,0.1892,0.713,0.38,124.1,4.8,29.0,2.2713085234093637,0.8108
Unknown_593428,BOS,593428,2022,158,653,577,174,40,0,15,58,120,11,7,0.302,0.372,0.449,0.821,0.147,0.354,0.0888,0.1838,0.7106,0.38,124.1,4.2,30.0,2.0698198198198194,0.8162
Unknown_675656,ATH,675656,2022,59,190,175,37,12,2,5,10,49,0,2,0.211,0.251,0.389,0.64,0.177,0.26,0.0526,0.2579,0.6737,0.38,124.1,1.2,26.0,4.903041825095057,0.7421
Unknown_516782,NYM,516782,2022,126,535,492,144,27,5,16,30,100,13,0,0.293,0.35,0.465,0.815,0.173,0.34,0.0561,0.1869,0.7327,0.379,123.4,3.4,34.0,3.331550802139038,0.8130999999999999
Unknown_673548,CHC,673548,2022,117,466,414,108,22,2,16,44,117,5,3,0.261,0.337,0.44,0.777,0.179,0.324,0.0944,0.2511,0.6438,0.379,123.4,2.9,28.0,2.659957627118644,0.7489
Unknown_572233,AZ,572233,2022,171,700,614,152,28,2,39,71,135,8,7,0.248,0.33,0.49,0.82,0.243,0.253,0.1014,0.1929,0.6943,0.379,123.4,4.4,31.0,1.9023668639053253,0.8071
Unknown_543685,LAA,543685,2022,56,219,191,46,13,0,6,24,41,2,2,0.241,0.329,0.403,0.732,0.162,0.274,0.1096,0.1872,0.6941,0.379,123.4,1.4,32.0,1.7080291970802919,0.8128
Unknown_602074,COL,602074,2022,114,439,400,125,21,2,2,29,59,4,5,0.312,0.361,0.39,0.751,0.078,0.358,0.0661,0.1344,0.7882,0.379,123.4,2.8,28.0,2.0332829046898637,0.8656
Unknown_607208,LAD,607208,2022,175,757,700,209,44,4,23,48,138,3,6,0.299,0.343,0.471,0.815,0.173,0.341,0.0634,0.1823,0.7477,0.378,122.7,4.7,29.0,2.8753943217665614,0.8177
Unknown_518595,ATL,518595,2022,118,460,429,118,28,1,23,19,99,12,0,0.275,0.324,0.506,0.83,0.231,0.309,0.0413,0.2152,0.7174,0.377,122.1,2.8,33.0,5.210653753026634,0.7847999999999999
Unknown_671739,ATL,671739,2022,125,469,439,126,27,3,19,24,111,5,0,0.287,0.331,0.492,0.823,0.205,0.346,0.0512,0.2367,0.6994,0.377,122.1,2.9,21.0,4.623046875,0.7633
Unknown_628451,TEX,628451,2022,51,160,145,36,6,1,3,12,25,2,1,0.248,0.312,0.366,0.678,0.117,0.28,0.075,0.1562,0.7562,0.377,122.1,1.0,29.0,2.082666666666667,0.8438
Unknown_680757,CLE,680757,2022,167,692,615,188,28,7,7,64,62,7,4,0.306,0.375,0.408,0.783,0.102,0.329,0.0925,0.0896,0.8049,0.376,121.4,4.2,25.0,0.9686486486486486,0.9104
Unknown_621566,ATL,621566,2022,177,751,658,162,46,0,38,84,179,5,4,0.246,0.334,0.489,0.824,0.243,0.279,0.1119,0.2383,0.6431,0.376,121.4,4.5,28.0,2.129579982126899,0.7617
Unknown_640458,CLE,640458,2022,58,162,155,33,8,2,6,5,39,1,1,0.213,0.241,0.406,0.647,0.194,0.243,0.0309,0.2407,0.7222,0.376,121.4,1.0,28.0,7.789644012944984,0.7593
Unknown_606192,TOR,606192,2022,141,570,530,140,37,1,27,36,161,3,1,0.264,0.314,0.491,0.805,0.226,0.329,0.0632,0.2825,0.6491,0.375,120.7,3.4,30.0,4.469936708860758,0.7175
Unknown_643217,KC,643217,2022,135,548,483,145,23,3,7,57,81,2,5,0.3,0.373,0.404,0.777,0.104,0.345,0.104,0.1478,0.7427,0.375,120.7,3.3,28.0,1.421153846153846,0.8522000000000001
Unknown_608324,HOU,608324,2022,166,697,587,153,42,0,24,89,85,11,10,0.261,0.363,0.455,0.818,0.194,0.264,0.1277,0.122,0.7346,0.374,120.1,4.1,28.0,0.9553641346906812,0.878
Unknown_656941,PHI,656941,2022,172,733,626,133,21,3,49,96,219,7,4,0.212,0.322,0.49,0.812,0.278,0.232,0.131,0.2988,0.5607,0.374,120.1,4.3,29.0,2.280916030534351,0.7012
Unknown_572204,LAD,572204,2022,93,289,247,59,14,1,13,37,108,3,2,0.239,0.343,0.462,0.804,0.223,0.359,0.128,0.3737,0.4879,0.373,119.4,1.7,31.0,2.91953125,0.6263000000000001
Unknown_641598,TEX,641598,2022,62,240,213,47,8,0,12,23,56,2,2,0.221,0.3,0.427,0.727,0.207,0.238,0.0958,0.2333,0.6625,0.373,119.4,1.4,31.0,2.4352818371607516,0.7666999999999999
Unknown_545121,WSH,545121,2022,75,252,237,65,15,1,6,10,26,3,1,0.274,0.311,0.422,0.733,0.148,0.286,0.0397,0.1032,0.8413,0.372,118.7,1.4,31.0,2.5994962216624686,0.8968
Unknown_596103,SF,596103,2022,119,349,300,79,17,2,7,41,97,6,2,0.263,0.361,0.403,0.764,0.14,0.364,0.1175,0.2779,0.5874,0.372,118.7,2.0,30.0,2.3651063829787233,0.7221
Unknown_666971,TOR,666971,2022,132,526,482,144,34,1,6,35,87,7,2,0.299,0.354,0.411,0.764,0.112,0.353,0.0665,0.1654,0.7529,0.372,118.7,3.0,29.0,2.487218045112782,0.8346
Unknown_666179,AZ,666179,2022,52,159,140,32,7,0,2,12,41,6,1,0.229,0.314,0.321,0.636,0.093,0.306,0.0755,0.2579,0.6289,0.372,118.7,0.9,26.0,3.4158940397351,0.7421
Unknown_660757,CLE,660757,2022,105,426,404,118,28,0,13,16,86,4,2,0.292,0.324,0.458,0.782,0.166,0.342,0.0376,0.2019,0.7512,0.371,118.1,2.4,24.0,5.36968085106383,0.7981
Unknown_592273,CIN,592273,2022,149,605,551,145,34,2,30,41,138,9,4,0.263,0.322,0.495,0.818,0.232,0.297,0.0678,0.2281,0.6893,0.371,118.1,3.4,30.0,3.364306784660767,0.7719
Unknown_606115,ATL,606115,2022,81,279,250,62,10,0,10,25,56,2,2,0.248,0.319,0.408,0.727,0.16,0.28,0.0896,0.2007,0.7025,0.371,118.1,1.6,28.0,2.239955357142857,0.7993
Unknown_518934,NYY,518934,2022,135,572,495,131,20,0,13,70,73,4,2,0.265,0.359,0.384,0.743,0.119,0.287,0.1224,0.1276,0.7413,0.371,118.1,3.2,34.0,1.042483660130719,0.8724000000000001
Unknown_663697,CIN,663697,2022,114,469,414,103,16,2,14,38,101,17,0,0.249,0.337,0.399,0.735,0.15,0.298,0.081,0.2154,0.6674,0.371,118.1,2.6,26.0,2.6592592592592594,0.7846
Unknown_521692,KC,521692,2022,124,502,473,124,26,1,25,19,112,7,3,0.262,0.299,0.48,0.779,0.218,0.292,0.0378,0.2231,0.7251,0.371,118.1,2.8,32.0,5.902116402116402,0.7769
Unknown_543309,NYY,543309,2022,88,278,256,63,7,0,17,15,59,1,4,0.246,0.286,0.473,0.759,0.227,0.25,0.054,0.2122,0.723,0.37,117.4,1.5,32.0,3.9296296296296296,0.7878000000000001
Unknown_669257,LAD,669257,2022,151,624,550,140,29,4,26,58,103,10,6,0.255,0.333,0.464,0.797,0.209,0.267,0.0929,0.1651,0.726,0.37,117.4,3.5,27.0,1.7771797631862218,0.8349
Unknown_666182,TOR,666182,2022,172,739,690,198,46,1,24,44,165,3,2,0.287,0.332,0.461,0.792,0.174,0.346,0.0595,0.2233,0.7131,0.37,117.4,4.1,24.0,3.7529411764705882,0.7767
Unknown_660766,STL,660766,2022,85,303,277,71,15,0,13,20,64,2,4,0.256,0.307,0.451,0.758,0.195,0.284,0.066,0.2112,0.7162,0.37,117.4,1.7,24.0,3.1999999999999997,0.7888
Unknown_663457,STL,663457,2022,111,379,315,71,17,4,14,57,80,2,5,0.225,0.343,0.438,0.781,0.213,0.252,0.1504,0.2111,0.6332,0.37,117.4,2.1,25.0,1.403590425531915,0.7888999999999999
Unknown_571745,SEA,571745,2022,73,304,275,66,14,0,11,23,77,4,2,0.24,0.306,0.411,0.717,0.171,0.291,0.0757,0.2533,0.6579,0.369,116.7,1.7,32.0,3.3461030383091153,0.7466999999999999
Unknown_606992,DET,606992,2022,119,376,346,89,20,1,16,26,101,1,3,0.257,0.309,0.46,0.768,0.202,0.315,0.0691,0.2686,0.6596,0.369,116.7,2.1,30.0,3.8871201157742408,0.7314
Unknown_605137,WSH,605137,2022,170,700,605,154,30,3,19,84,116,5,6,0.255,0.347,0.408,0.755,0.154,0.284,0.12,0.1657,0.7029,0.368,116.1,3.8,30.0,1.3808333333333334,0.8343
Unknown_543068,COL,543068,2022,162,665,606,159,32,3,30,45,174,9,5,0.262,0.32,0.474,0.794,0.211,0.317,0.0677,0.2617,0.6556,0.368,116.1,3.6,32.0,3.8655834564254064,0.7383
Unknown_543939,MIL,543939,2022,143,528,457,116,24,4,16,50,98,14,5,0.254,0.342,0.429,0.771,0.175,0.287,0.0947,0.1856,0.6894,0.368,116.1,2.8,32.0,1.95987328405491,0.8144
Unknown_605204,NYM,605204,2022,124,390,338,85,17,1,12,41,127,9,2,0.251,0.346,0.414,0.76,0.163,0.363,0.1051,0.3256,0.5462,0.367,115.4,2.1,29.0,3.098001902949572,0.6744
Unknown_516416,PHI,516416,2022,116,445,404,109,11,1,11,31,63,8,1,0.27,0.333,0.384,0.717,0.114,0.296,0.0697,0.1416,0.7685,0.366,114.7,2.3,32.0,2.0315638450502154,0.8584
Unknown_592192,NYM,592192,2022,149,586,504,130,25,0,14,50,104,28,4,0.258,0.355,0.391,0.746,0.133,0.297,0.0853,0.1775,0.6894,0.366,114.7,3.0,33.0,2.0808909730363423,0.8225
Unknown_502110,BOS,502110,2022,151,634,569,154,43,1,16,54,158,5,6,0.271,0.336,0.434,0.77,0.163,0.344,0.0852,0.2492,0.6562,0.366,114.7,3.3,35.0,2.9248826291079815,0.7508
Unknown_664247,MIN,664247,2022,73,189,173,36,3,0,9,11,54,4,1,0.208,0.27,0.382,0.651,0.173,0.243,0.0582,0.2857,0.6349,0.366,114.7,1.0,30.0,4.90893470790378,0.7142999999999999
Unknown_666135,MIN,666135,2022,54,184,169,44,9,0,3,7,44,4,4,0.26,0.299,0.367,0.666,0.107,0.325,0.038,0.2391,0.6957,0.366,114.7,1.0,25.0,6.292105263157895,0.7609
Unknown_669394,CWS,669394,2022,57,199,184,46,10,1,10,10,61,3,1,0.25,0.298,0.478,0.776,0.228,0.316,0.0503,0.3065,0.6231,0.366,114.7,1.0,26.0,6.093439363817097,0.6935
Unknown_663656,HOU,663656,2022,161,648,584,149,28,1,31,60,107,2,2,0.255,0.326,0.466,0.791,0.211,0.263,0.0926,0.1651,0.7346,0.365,114.1,3.3,25.0,1.7829373650107991,0.8349
Unknown_596129,PIT,596129,2022,143,503,425,98,20,1,19,75,125,1,2,0.231,0.346,0.416,0.762,0.186,0.279,0.1491,0.2485,0.6004,0.365,114.1,2.6,30.0,1.6666666666666665,0.7515000000000001
Unknown_664023,CHC,664023,2022,166,665,594,159,43,2,18,61,154,6,4,0.268,0.34,0.438,0.778,0.17,0.331,0.0917,0.2316,0.6677,0.365,114.1,3.4,28.0,2.525627044711014,0.7684
Unknown_669221,ATH,669221,2022,158,645,566,146,42,2,20,60,129,13,6,0.258,0.34,0.445,0.785,0.187,0.298,0.093,0.2,0.6853,0.365,114.1,3.3,28.0,2.1505376344086025,0.8
Unknown_453568,COL,453568,2022,147,614,561,151,23,6,18,37,117,8,4,0.269,0.321,0.428,0.749,0.159,0.309,0.0603,0.1906,0.7296,0.365,114.1,3.1,36.0,3.1608623548922057,0.8094
Unknown_664874,CWS,664874,2022,65,217,188,51,14,0,3,21,66,3,2,0.271,0.35,0.394,0.744,0.122,0.397,0.0968,0.3041,0.5714,0.365,114.1,1.1,29.0,3.1415289256198347,0.6959
Unknown_592567,CIN,592567,2022,52,162,141,29,6,0,5,17,39,1,3,0.206,0.29,0.355,0.645,0.149,0.24,0.1049,0.2407,0.6481,0.365,114.1,0.8,30.0,2.2945662535748332,0.7593
Unknown_553993,SEA,553993,2022,166,681,589,139,27,2,34,79,211,8,5,0.236,0.332,0.462,0.794,0.226,0.301,0.116,0.3098,0.5624,0.364,113.4,3.4,31.0,2.670689655172414,0.6901999999999999
Unknown_656555,PHI,656555,2022,174,736,649,156,35,2,34,77,183,6,4,0.24,0.325,0.458,0.782,0.217,0.28,0.1046,0.2486,0.6372,0.364,113.4,3.7,29.0,2.3766730401529634,0.7514000000000001
Unknown_656582,COL,656582,2022,122,503,434,108,22,4,9,60,101,8,1,0.249,0.35,0.38,0.73,0.131,0.305,0.1193,0.2008,0.664,0.364,113.4,2.5,30.0,1.683151718357083,0.7992
Unknown_640457,DET,640457,2022,44,170,149,37,8,2,0,18,20,3,0,0.248,0.341,0.329,0.67,0.081,0.287,0.1059,0.1176,0.7588,0.364,113.4,0.9,27.0,1.1104815864022664,0.8824
Unknown_664034,SEA,664034,2022,156,672,609,164,28,1,21,36,103,22,5,0.269,0.33,0.422,0.752,0.153,0.292,0.0536,0.1533,0.7589,0.363,112.7,3.3,28.0,2.8600746268656714,0.8467
Unknown_668227,TB,668227,2022,164,681,619,165,43,3,20,49,163,11,2,0.267,0.33,0.443,0.773,0.176,0.331,0.072,0.2394,0.6725,0.363,112.7,3.4,27.0,3.325,0.7605999999999999
Unknown_668939,BAL,668939,2022,113,470,398,101,35,1,13,65,86,4,3,0.254,0.362,0.445,0.806,0.191,0.291,0.1383,0.183,0.6702,0.363,112.7,2.3,24.0,1.3232104121475052,0.817
Unknown_592669,MIL,592669,2022,133,548,498,127,23,1,29,41,128,4,3,0.255,0.315,0.48,0.795,0.225,0.285,0.0748,0.2336,0.6807,0.363,112.7,2.7,30.0,3.1229946524064167,0.7664
Unknown_519317,NYY,519317,2022,123,493,433,92,8,0,34,57,148,0,3,0.212,0.302,0.467,0.769,0.254,0.228,0.1156,0.3002,0.5822,0.362,112.1,2.4,33.0,2.596885813148789,0.6998
Unknown_457759,LAD,457759,2022,143,580,511,137,37,0,14,54,95,6,9,0.268,0.34,0.423,0.762,0.155,0.299,0.0931,0.1638,0.7328,0.362,112.1,2.8,38.0,1.7593984962406015,0.8362
Unknown_663616,MIN,663616,2022,58,195,173,42,14,0,7,20,61,0,2,0.243,0.318,0.445,0.763,0.202,0.327,0.1026,0.3128,0.5846,0.362,112.1,0.9,25.0,3.048732943469786,0.6872
Unknown_624414,BOS,624414,2022,94,330,305,86,17,1,6,16,50,5,2,0.282,0.326,0.403,0.729,0.121,0.319,0.0485,0.1515,0.7788,0.361,111.4,1.6,27.0,3.1237113402061856,0.8485
Unknown_543333,SD,543333,2022,112,447,405,107,21,0,8,40,69,1,1,0.264,0.331,0.375,0.706,0.111,0.301,0.0895,0.1544,0.7539,0.36,110.7,2.1,33.0,1.7251396648044695,0.8456
Unknown_650402,NYY,650402,2022,154,618,570,146,28,1,27,41,141,3,3,0.256,0.308,0.451,0.759,0.195,0.294,0.0663,0.2282,0.699,0.359,110.1,2.8,26.0,3.4419306184012064,0.7718
Unknown_664040,TB,664040,2022,76,297,260,60,12,2,9,33,66,3,1,0.231,0.323,0.396,0.719,0.165,0.274,0.1111,0.2222,0.6566,0.359,110.1,1.4,28.0,2.0,0.7778
Unknown_663898,COL,663898,2022,146,612,554,149,34,3,14,49,106,4,5,0.269,0.33,0.417,0.747,0.148,0.308,0.0801,0.1732,0.7402,0.358,109.4,2.8,26.0,2.1622971285892634,0.8268
Unknown_683734,CWS,683734,2022,141,578,530,146,28,1,17,34,101,9,5,0.275,0.327,0.428,0.755,0.153,0.309,0.0588,0.1747,0.7509,0.358,109.4,2.6,24.0,2.9710884353741496,0.8253
Unknown_642133,MIL,642133,2022,161,631,556,122,24,0,37,65,127,5,5,0.219,0.304,0.462,0.767,0.243,0.214,0.103,0.2013,0.6878,0.358,109.4,2.9,27.0,1.954368932038835,0.7987
Unknown_592885,MIL,592885,2022,163,702,602,152,27,4,14,92,169,5,2,0.252,0.355,0.38,0.736,0.128,0.328,0.1311,0.2407,0.6197,0.358,109.4,3.2,31.0,1.836003051106026,0.7593
Unknown_602104,BAL,602104,2022,126,473,429,110,19,1,19,32,103,5,4,0.256,0.313,0.438,0.751,0.182,0.293,0.0677,0.2178,0.6977,0.358,109.4,2.1,28.0,3.2171344165435745,0.7822
Unknown_663728,SEA,663728,2022,131,464,413,88,22,2,29,44,141,2,5,0.213,0.289,0.487,0.775,0.274,0.238,0.0948,0.3039,0.597,0.357,108.7,2.1,26.0,3.2056962025316458,0.6960999999999999
Unknown_623993,BAL,623993,2022,161,677,603,143,27,0,34,56,131,13,5,0.237,0.313,0.451,0.764,0.214,0.246,0.0827,0.1935,0.7046,0.357,108.7,3.0,28.0,2.3397823458282954,0.8065
Unknown_663538,CHC,663538,2022,143,547,510,142,25,6,10,29,58,6,2,0.278,0.324,0.41,0.733,0.131,0.297,0.053,0.106,0.83,0.357,108.7,2.4,25.0,2.0,0.894
Unknown_570482,MIN,570482,2022,151,584,533,150,29,3,14,42,102,2,7,0.281,0.332,0.426,0.758,0.144,0.321,0.0719,0.1747,0.75,0.357,108.7,2.6,31.0,2.429763560500695,0.8253
Unknown_642731,SF,642731,2022,146,566,512,137,22,2,16,33,96,15,5,0.268,0.327,0.412,0.74,0.145,0.299,0.0583,0.1696,0.7438,0.357,108.7,2.5,26.0,2.909090909090909,0.8304
Unknown_660707,COL,660707,2022,58,204,193,46,16,1,7,10,64,1,0,0.238,0.279,0.44,0.72,0.202,0.32,0.049,0.3137,0.6324,0.356,108.1,0.9,24.0,6.40204081632653,0.6863
Unknown_656976,AZ,656976,2022,86,308,271,62,10,0,10,33,72,1,3,0.229,0.312,0.376,0.688,0.148,0.271,0.1071,0.2338,0.6558,0.356,108.1,1.3,26.0,2.1830065359477127,0.7662
Unknown_662139,AZ,662139,2022,161,629,565,131,24,3,30,50,153,7,5,0.232,0.3,0.444,0.744,0.212,0.261,0.0795,0.2432,0.6614,0.356,108.1,2.7,26.0,3.0591194968553457,0.7568
Unknown_458015,CIN,458015,2022,102,414,359,76,22,2,13,45,101,10,0,0.212,0.316,0.393,0.709,0.181,0.257,0.1087,0.244,0.6232,0.356,108.1,1.8,39.0,2.2447102115915363,0.756
Unknown_622666,PHI,622666,2022,64,201,185,43,4,0,4,14,42,1,0,0.232,0.29,0.319,0.609,0.086,0.281,0.0697,0.209,0.7114,0.356,108.1,0.9,29.0,2.9985652797704447,0.791
Unknown_642086,NYM,642086,2022,61,181,157,35,13,1,1,17,43,5,2,0.223,0.315,0.338,0.652,0.115,0.296,0.0939,0.2376,0.6409,0.356,108.1,0.8,27.0,2.5303514376996805,0.7624
Unknown_660670,ATL,660670,2022,123,550,482,129,25,0,15,54,131,11,3,0.268,0.353,0.413,0.766,0.145,0.336,0.0982,0.2382,0.6436,0.355,107.4,2.3,25.0,2.425661914460285,0.7618
Unknown_687093,ATL,687093,2022,46,163,148,43,7,0,5,11,38,3,1,0.291,0.35,0.439,0.789,0.149,0.358,0.0675,0.2331,0.681,0.355,107.4,0.7,21.0,3.453333333333333,0.7669
Unknown_623912,TB,623912,2022,127,460,427,126,24,0,7,19,78,10,4,0.295,0.337,0.4,0.737,0.105,0.344,0.0413,0.1696,0.7674,0.355,107.4,2.0,28.0,4.106537530266343,0.8304
Unknown_596847,TB,596847,2022,124,453,377,85,22,0,11,70,128,2,4,0.225,0.347,0.371,0.718,0.146,0.306,0.1545,0.2826,0.5585,0.355,107.4,1.9,31.0,1.829126213592233,0.7174
Unknown_624503,MIN,624503,2022,137,465,426,117,28,5,10,20,110,10,6,0.275,0.318,0.434,0.752,0.16,0.343,0.043,0.2366,0.6925,0.355,107.4,2.0,27.0,5.5023255813953496,0.7634
Unknown_643265,MIA,643265,2022,128,500,441,113,34,2,9,43,126,11,5,0.256,0.334,0.404,0.738,0.147,0.334,0.086,0.252,0.64,0.355,107.4,2.1,32.0,2.930232558139535,0.748
Unknown_642180,LAA,642180,2022,67,194,173,41,5,1,1,15,40,1,0,0.237,0.302,0.295,0.596,0.058,0.303,0.0773,0.2062,0.6856,0.355,107.4,0.8,28.0,2.667529107373868,0.7938000000000001
Unknown_621028,PIT,621028,2022,87,335,312,87,20,2,3,17,51,3,1,0.279,0.321,0.385,0.706,0.106,0.324,0.0507,0.1522,0.7821,0.354,106.7,1.4,29.0,3.001972386587771,0.8478
Unknown_593871,MIN,593871,2022,115,479,404,90,17,0,17,68,104,3,4,0.223,0.336,0.391,0.727,0.168,0.254,0.142,0.2171,0.6347,0.354,106.7,2.0,29.0,1.5288732394366198,0.7829
Unknown_605131,LAD,605131,2022,69,233,198,43,8,0,9,29,42,3,1,0.217,0.325,0.394,0.719,0.177,0.23,0.1245,0.1803,0.6738,0.353,106.1,1.0,33.0,1.4481927710843372,0.8197
Unknown_444482,AZ,444482,2022,146,524,468,118,32,3,16,44,123,6,6,0.252,0.321,0.436,0.757,0.184,0.304,0.084,0.2347,0.6698,0.353,106.1,2.1,35.0,2.794047619047619,0.7653
