Name,Team,batter,season,G,PA,AB,H,2B,3B,HR,BB,K,HBP,SF,AVG,OBP,SLG,OPS,ISO,BABIP,BB%,K%,BIP%,wOBA,wRC+,WAR,age_bat_median,K_BB_ratio,contact_rate
Unknown_592696,MIN,592696,2019,143,616,588,161,29,1,33,22,90,0,6,0.274,0.297,0.495,0.792,0.221,0.272,0.0357,0.1461,0.8182,0.353,101.8,2.2,28.0,4.092436974789916,0.8539
Unknown_578428,CIN,578428,2019,149,547,520,151,22,4,13,21,71,3,2,0.29,0.321,0.423,0.744,0.133,0.315,0.0384,0.1298,0.8245,0.353,101.8,2.0,29.0,3.3802083333333335,0.8702
Unknown_596105,BAL,596105,2019,105,408,373,93,17,3,17,26,85,4,4,0.249,0.302,0.448,0.75,0.198,0.276,0.0637,0.2083,0.7157,0.353,101.8,1.5,27.0,3.270015698587127,0.7917
Unknown_500874,STL,500874,2019,140,400,360,97,15,2,10,36,88,2,2,0.269,0.338,0.406,0.743,0.136,0.33,0.09,0.22,0.685,0.352,101.2,1.4,31.0,2.4444444444444446,0.78
Unknown_606192,TOR,606192,2019,128,482,431,97,19,2,27,49,161,1,1,0.225,0.305,0.466,0.771,0.241,0.287,0.1017,0.334,0.5622,0.352,101.2,1.7,27.0,3.28416912487709,0.6659999999999999
Unknown_553902,MIN,553902,2019,62,218,203,58,10,0,4,6,8,5,4,0.286,0.317,0.394,0.711,0.108,0.277,0.0275,0.0367,0.9128,0.352,101.2,0.8,28.0,1.3345454545454547,0.9633
Unknown_598265,BOS,598265,2019,150,582,507,117,29,3,22,57,156,13,2,0.231,0.323,0.43,0.753,0.199,0.287,0.0979,0.268,0.6065,0.352,101.2,2.0,29.0,2.7374872318692547,0.732
Unknown_474568,DET,474568,2019,78,284,269,71,18,0,9,13,61,2,0,0.264,0.303,0.431,0.734,0.167,0.312,0.0458,0.2148,0.7324,0.351,100.5,1.0,33.0,4.689956331877729,0.7852
Unknown_596103,SF,596103,2019,67,192,168,40,9,3,5,22,59,2,0,0.238,0.333,0.417,0.75,0.179,0.337,0.1146,0.3073,0.5677,0.351,100.5,0.7,27.0,2.6815008726003495,0.6927
Unknown_649966,SD,649966,2019,75,266,228,51,8,1,6,29,60,9,0,0.224,0.335,0.346,0.681,0.123,0.278,0.109,0.2256,0.6316,0.351,100.5,0.9,22.0,2.069724770642202,0.7744
Unknown_475582,WSH,475582,2019,64,231,210,55,12,0,8,19,49,0,2,0.262,0.32,0.433,0.754,0.171,0.303,0.0823,0.2121,0.7056,0.35,99.8,0.8,35.0,2.5771567436208995,0.7879
Unknown_663757,MIL,663757,2019,54,192,164,39,7,2,6,21,51,4,3,0.238,0.333,0.415,0.748,0.177,0.3,0.1094,0.2656,0.6042,0.35,99.8,0.6,23.0,2.4277879341864717,0.7343999999999999
Unknown_446334,SF,446334,2019,135,526,471,118,19,2,20,43,118,7,5,0.251,0.319,0.427,0.746,0.176,0.29,0.0817,0.2243,0.6806,0.35,99.8,1.7,34.0,2.7454100367197065,0.7757000000000001
Unknown_596129,SEA,596129,2019,146,564,467,96,17,0,30,93,152,2,2,0.206,0.339,0.435,0.773,0.229,0.23,0.1649,0.2695,0.5621,0.35,99.8,1.9,27.0,1.634323832625834,0.7304999999999999
Unknown_502273,CLE,502273,2019,70,213,177,49,8,0,4,22,61,4,4,0.277,0.362,0.39,0.752,0.113,0.388,0.1033,0.2864,0.5634,0.35,99.8,0.7,32.0,2.7725072604065826,0.7136
Unknown_664058,LAA,664058,2019,153,665,607,177,31,4,6,56,66,0,1,0.292,0.351,0.386,0.736,0.094,0.319,0.0842,0.0992,0.815,0.35,99.8,2.2,25.0,1.178147268408551,0.9008
Unknown_542255,ATL,542255,2019,67,244,212,53,11,2,5,26,43,4,2,0.25,0.34,0.392,0.732,0.142,0.289,0.1066,0.1762,0.7008,0.35,99.8,0.8,29.0,1.6529080675422139,0.8238
Unknown_657557,STL,657557,2019,172,711,627,146,35,1,30,65,165,13,6,0.233,0.315,0.435,0.75,0.203,0.265,0.0914,0.2321,0.6582,0.349,99.2,2.3,26.0,2.539387308533917,0.7679
Unknown_452678,TEX,452678,2019,141,538,469,118,25,1,18,58,106,3,8,0.252,0.333,0.424,0.757,0.173,0.283,0.1078,0.197,0.6896,0.349,99.2,1.7,34.0,1.8274582560296846,0.8029999999999999
Unknown_607461,LAD,607461,2019,105,280,259,69,19,1,9,19,35,2,0,0.266,0.321,0.452,0.773,0.185,0.279,0.0679,0.125,0.8,0.349,99.2,0.9,26.0,1.840942562592047,0.875
Unknown_572122,SEA,572122,2019,106,443,393,94,19,1,23,44,86,4,2,0.239,0.321,0.468,0.789,0.229,0.248,0.0993,0.1941,0.6975,0.349,99.2,1.4,32.0,1.9546827794561934,0.8059000000000001
Unknown_600524,BAL,600524,2019,155,612,553,135,25,0,33,45,147,10,4,0.244,0.31,0.468,0.779,0.224,0.271,0.0735,0.2402,0.6699,0.349,99.2,2.0,25.0,3.268027210884354,0.7598
Unknown_642336,SD,642336,2019,82,254,236,63,11,2,8,13,58,4,1,0.267,0.315,0.432,0.747,0.165,0.322,0.0512,0.2283,0.7047,0.349,99.2,0.8,24.0,4.458984375,0.7717
Unknown_518586,ATL,518586,2019,96,155,145,35,5,2,5,7,47,1,1,0.241,0.279,0.407,0.686,0.166,0.319,0.0452,0.3032,0.6387,0.349,99.2,0.5,30.0,6.707964601769913,0.6968
Unknown_435559,WSH,435559,2019,95,346,312,78,12,0,17,23,45,7,4,0.25,0.312,0.452,0.764,0.202,0.24,0.0665,0.1301,0.7832,0.348,98.5,1.1,36.0,1.9563909774436088,0.8699
Unknown_623912,MIA,623912,2019,122,455,431,119,21,4,11,18,93,5,1,0.276,0.312,0.42,0.732,0.144,0.329,0.0396,0.2044,0.7429,0.348,98.5,1.4,25.0,5.161616161616161,0.7956
Unknown_450314,CHC,450314,2019,52,194,166,43,5,0,2,25,24,1,2,0.259,0.356,0.325,0.681,0.066,0.289,0.1289,0.1237,0.7423,0.348,98.5,0.6,38.0,0.9596586501163694,0.8763
Unknown_543592,SEA,543592,2019,73,272,242,64,12,1,10,23,66,4,2,0.264,0.336,0.446,0.782,0.182,0.321,0.0846,0.2426,0.6544,0.348,98.5,0.9,30.0,2.8676122931442083,0.7574
Unknown_592200,CIN,592200,2019,83,243,214,53,10,0,8,25,59,1,3,0.248,0.325,0.407,0.732,0.159,0.3,0.1029,0.2428,0.6502,0.348,98.5,0.8,31.0,2.3595724003887266,0.7572
Unknown_571875,AZ,571875,2019,82,237,197,40,8,2,8,33,58,5,2,0.203,0.329,0.386,0.715,0.183,0.241,0.1392,0.2447,0.5949,0.348,98.5,0.7,29.0,1.7579022988505748,0.7553
Unknown_641856,TOR,641856,2019,88,294,267,58,14,1,13,21,77,2,2,0.217,0.277,0.423,0.701,0.206,0.251,0.0714,0.2619,0.6531,0.348,98.5,0.9,25.0,3.668067226890756,0.7381
Unknown_669222,CIN,669222,2019,102,418,384,97,21,4,12,30,102,3,1,0.253,0.311,0.422,0.733,0.169,0.314,0.0718,0.244,0.6651,0.348,98.5,1.3,24.0,3.398328690807799,0.756
Unknown_514917,PHI,514917,2019,166,683,627,176,33,3,14,46,104,6,4,0.281,0.334,0.41,0.744,0.129,0.316,0.0673,0.1523,0.7716,0.347,97.8,2.1,29.0,2.263001485884101,0.8477
Unknown_474832,SF,474832,2019,161,635,542,127,33,3,19,85,130,4,4,0.234,0.34,0.411,0.752,0.177,0.272,0.1339,0.2047,0.6551,0.347,97.8,1.9,31.0,1.5287528005974609,0.7953
Unknown_466320,PIT,466320,2019,138,410,390,108,22,1,8,18,44,1,0,0.277,0.311,0.4,0.711,0.123,0.296,0.0439,0.1073,0.8439,0.347,97.8,1.3,35.0,2.4441913439635536,0.8927
Unknown_453943,NYM,453943,2019,130,499,447,112,19,2,21,40,106,12,0,0.251,0.329,0.443,0.772,0.192,0.284,0.0802,0.2124,0.6834,0.347,97.8,1.5,33.0,2.648379052369078,0.7876
Unknown_665489,TOR,665489,2019,123,514,464,126,26,2,15,46,91,2,2,0.272,0.339,0.433,0.772,0.162,0.308,0.0895,0.177,0.7296,0.347,97.8,1.6,20.0,1.9776536312849162,0.823
Unknown_592567,PIT,592567,2019,151,521,481,133,30,1,13,32,121,3,4,0.277,0.323,0.424,0.747,0.148,0.342,0.0614,0.2322,0.6987,0.347,97.8,1.6,27.0,3.7817589576547226,0.7678
Unknown_588751,NYM,588751,2019,84,228,209,50,13,1,9,14,51,3,2,0.239,0.294,0.44,0.734,0.201,0.272,0.0614,0.2237,0.7018,0.346,97.2,0.7,30.0,3.6433224755700326,0.7763
Unknown_591741,PIT,591741,2019,98,293,269,70,20,0,10,18,51,1,5,0.26,0.304,0.446,0.75,0.186,0.282,0.0614,0.1741,0.7577,0.346,97.2,0.9,27.0,2.8355048859934855,0.8259
Unknown_571657,CIN,571657,2019,98,213,199,46,7,0,10,10,65,3,1,0.231,0.277,0.417,0.694,0.186,0.288,0.0469,0.3052,0.6338,0.346,97.2,0.6,29.0,6.507462686567165,0.6948
Unknown_429664,NYM,429664,2019,110,443,409,107,29,0,13,26,72,5,3,0.262,0.312,0.428,0.739,0.166,0.287,0.0587,0.1625,0.7675,0.346,97.2,1.3,37.0,2.7683134582623508,0.8375
Unknown_640458,CLE,640458,2019,112,482,438,118,25,3,15,28,84,5,4,0.269,0.318,0.443,0.761,0.174,0.3,0.0581,0.1743,0.7427,0.346,97.2,1.4,25.0,3.0000000000000004,0.8257
Unknown_642715,TB,642715,2019,159,615,558,141,26,1,22,50,162,3,1,0.253,0.317,0.421,0.738,0.168,0.317,0.0813,0.2634,0.6455,0.345,96.5,1.8,24.0,3.2398523985239858,0.7365999999999999
Unknown_465041,PIT,465041,2019,53,172,151,34,9,1,5,15,42,5,0,0.225,0.316,0.397,0.713,0.172,0.279,0.0872,0.2442,0.6337,0.345,96.5,0.5,33.0,2.80045871559633,0.7558
Unknown_435522,MIA,435522,2019,118,391,347,90,19,1,10,42,80,1,1,0.259,0.34,0.406,0.746,0.147,0.31,0.1074,0.2046,0.6854,0.345,96.5,1.1,34.0,1.905027932960894,0.7954
Unknown_444489,MIL,444489,2019,76,189,167,39,8,0,8,17,53,4,1,0.234,0.317,0.425,0.743,0.192,0.29,0.0899,0.2804,0.6085,0.345,96.5,0.5,32.0,3.1190211345939933,0.7196
Unknown_594824,SD,594824,2019,137,381,318,78,13,4,4,55,85,5,2,0.245,0.363,0.349,0.712,0.104,0.32,0.1444,0.2231,0.6168,0.345,96.5,1.1,30.0,1.5450138504155124,0.7769
Unknown_592444,DET,592444,2019,90,343,307,71,20,3,11,28,96,6,1,0.231,0.307,0.423,0.73,0.192,0.299,0.0816,0.2799,0.6181,0.345,96.5,1.0,27.0,3.430147058823529,0.7201
Unknown_467827,WSH,467827,2019,126,314,286,71,14,3,9,20,59,5,2,0.248,0.307,0.413,0.719,0.164,0.282,0.0637,0.1879,0.7293,0.344,95.8,0.9,32.0,2.9497645211930923,0.8121
Unknown_460086,KC,460086,2019,152,637,559,149,31,1,13,51,101,20,6,0.267,0.346,0.395,0.741,0.129,0.302,0.0801,0.1586,0.7284,0.344,95.8,1.8,35.0,1.9800249687890135,0.8414
Unknown_622534,SD,622534,2019,153,456,413,99,21,4,14,38,91,2,0,0.24,0.307,0.412,0.718,0.172,0.276,0.0833,0.1996,0.7061,0.344,95.8,1.3,25.0,2.3961584633853543,0.8004
Unknown_623993,BAL,623993,2019,93,405,380,99,20,1,20,19,86,2,3,0.261,0.297,0.476,0.773,0.216,0.285,0.0469,0.2123,0.7333,0.344,95.8,1.1,25.0,4.526652452025586,0.7877000000000001
Unknown_592348,DET,592348,2019,118,488,436,109,28,5,12,47,141,2,3,0.25,0.324,0.42,0.743,0.17,0.339,0.0963,0.2889,0.6107,0.344,95.8,1.4,27.0,3.0,0.7111000000000001
Unknown_451594,STL,451594,2019,161,625,534,121,25,1,21,78,157,8,4,0.227,0.332,0.395,0.727,0.169,0.278,0.1248,0.2512,0.6096,0.343,95.2,1.7,33.0,2.0128205128205128,0.7488
Unknown_543305,NYY,543305,2019,60,260,224,52,10,0,12,33,73,0,3,0.232,0.327,0.438,0.764,0.205,0.282,0.1269,0.2808,0.5923,0.343,95.2,0.7,30.0,2.212765957446808,0.7192000000000001
Unknown_592669,SD,592669,2019,144,511,456,98,21,1,33,47,159,2,6,0.215,0.288,0.482,0.77,0.268,0.241,0.092,0.3112,0.593,0.343,95.2,1.4,27.0,3.382608695652174,0.6888000000000001
Unknown_457803,SEA,457803,2019,99,335,312,67,17,0,26,19,84,1,3,0.215,0.26,0.519,0.779,0.304,0.2,0.0567,0.2507,0.6896,0.343,95.2,0.9,32.0,4.421516754850088,0.7493000000000001
Unknown_641553,CWS,641553,2019,85,266,243,58,11,2,7,16,79,6,0,0.239,0.302,0.387,0.689,0.148,0.325,0.0602,0.297,0.6165,0.342,94.5,0.7,28.0,4.9335548172757475,0.7030000000000001
Unknown_642136,LAA,642136,2019,57,176,158,35,9,0,8,18,54,0,0,0.222,0.301,0.43,0.732,0.209,0.281,0.1023,0.3068,0.5909,0.342,94.5,0.5,24.0,2.9990224828934506,0.6932
Unknown_430945,AZ,430945,2019,138,540,497,128,25,1,17,31,105,9,3,0.258,0.311,0.414,0.726,0.157,0.294,0.0574,0.1944,0.7296,0.342,94.5,1.4,34.0,3.386759581881533,0.8056
Unknown_607345,LAA,607345,2019,63,225,205,52,14,0,5,16,43,3,1,0.254,0.316,0.395,0.711,0.141,0.297,0.0711,0.1911,0.7244,0.342,94.5,0.6,31.0,2.6877637130801686,0.8089
Unknown_656308,BOS,656308,2019,95,382,347,88,10,1,18,31,127,4,0,0.254,0.322,0.444,0.766,0.19,0.347,0.0812,0.3325,0.5759,0.342,94.5,1.0,24.0,4.094827586206897,0.6675
Unknown_542921,SEA,542921,2019,88,332,308,72,21,1,15,21,105,3,0,0.234,0.289,0.455,0.744,0.221,0.303,0.0633,0.3163,0.6114,0.342,94.5,0.9,29.0,4.9968404423380735,0.6837
Unknown_542583,MIL,542583,2019,136,384,330,78,13,0,12,45,82,2,7,0.236,0.326,0.385,0.71,0.148,0.272,0.1172,0.2135,0.6562,0.341,93.8,1.0,29.0,1.8216723549488054,0.7865
Unknown_520471,TOR,520471,2019,153,605,571,149,28,1,23,30,150,1,2,0.261,0.298,0.434,0.732,0.173,0.315,0.0496,0.2479,0.6992,0.341,93.8,1.5,30.0,4.997983870967742,0.7521
Unknown_545350,HOU,545350,2019,109,331,301,70,16,3,11,21,99,6,0,0.233,0.296,0.415,0.711,0.183,0.309,0.0634,0.2991,0.6103,0.34,93.2,0.8,28.0,4.717665615141955,0.7009000000000001
Unknown_663586,ATL,663586,2019,85,308,283,64,11,1,19,18,110,5,2,0.226,0.282,0.473,0.756,0.247,0.288,0.0584,0.3571,0.5682,0.34,93.2,0.8,22.0,6.11472602739726,0.6429
Unknown_405395,LAA,405395,2019,136,557,502,122,22,0,24,44,69,3,8,0.243,0.303,0.43,0.734,0.187,0.235,0.079,0.1239,0.7917,0.34,93.2,1.4,39.0,1.5683544303797468,0.8761
Unknown_544725,CWS,544725,2019,141,630,588,168,27,3,10,22,140,6,3,0.286,0.317,0.393,0.709,0.107,0.358,0.0349,0.2222,0.7159,0.34,93.2,1.6,28.0,6.36676217765043,0.7778
Unknown_516416,PHI,516416,2019,149,633,591,165,37,4,12,30,75,8,3,0.279,0.321,0.416,0.737,0.137,0.302,0.0474,0.1185,0.8199,0.34,93.2,1.6,29.0,2.5,0.8815
Unknown_545121,AZ,545121,2019,87,225,215,57,10,1,6,9,24,0,1,0.265,0.293,0.405,0.698,0.14,0.274,0.04,0.1067,0.8533,0.34,93.2,0.6,28.0,2.6675,0.8933
Unknown_628356,PIT,628356,2019,69,199,184,35,9,1,12,13,62,1,1,0.19,0.246,0.446,0.692,0.255,0.207,0.0653,0.3116,0.6181,0.34,93.2,0.5,32.0,4.771822358346095,0.6884
Unknown_592387,SEA,592387,2019,48,191,173,41,16,0,7,13,40,1,4,0.237,0.288,0.451,0.739,0.214,0.262,0.0681,0.2094,0.7173,0.34,93.2,0.5,27.0,3.07488986784141,0.7906
Unknown_571431,WSH,571431,2019,118,348,325,74,14,0,23,20,120,2,1,0.228,0.276,0.483,0.759,0.255,0.279,0.0575,0.3448,0.592,0.339,92.5,0.8,31.0,5.996521739130435,0.6552
Unknown_607732,PIT,607732,2019,73,216,197,51,6,0,6,16,42,2,0,0.259,0.321,0.381,0.702,0.122,0.302,0.0741,0.1944,0.7176,0.339,92.5,0.5,30.0,2.623481781376518,0.8056
Unknown_592122,SF,592122,2019,93,188,161,30,6,1,9,26,69,0,1,0.186,0.298,0.404,0.702,0.217,0.25,0.1383,0.367,0.4947,0.339,92.5,0.4,28.0,2.6536514822848876,0.633
Unknown_664056,STL,664056,2019,133,431,370,77,16,3,12,48,124,10,2,0.208,0.314,0.365,0.679,0.157,0.275,0.1114,0.2877,0.5754,0.338,91.8,1.0,25.0,2.5825852782764813,0.7122999999999999
Unknown_596748,PHI,596748,2019,125,441,402,95,19,0,18,36,65,0,3,0.236,0.297,0.418,0.715,0.182,0.239,0.0816,0.1474,0.771,0.338,91.8,1.0,27.0,1.8063725490196076,0.8526
Unknown_592261,TEX,592261,2019,110,420,368,91,17,4,4,38,104,4,2,0.247,0.323,0.348,0.671,0.101,0.332,0.0905,0.2476,0.6333,0.338,91.8,1.0,27.0,2.735911602209945,0.7524
Unknown_643393,HOU,643393,2019,112,292,256,58,11,4,9,25,50,6,4,0.227,0.306,0.406,0.712,0.18,0.244,0.0856,0.1712,0.7192,0.338,91.8,0.7,28.0,2.0,0.8288
Unknown_572073,BAL,572073,2019,67,201,180,40,11,2,3,18,53,3,0,0.222,0.303,0.356,0.659,0.133,0.298,0.0896,0.2637,0.6318,0.338,91.8,0.5,28.0,2.943080357142857,0.7363
Unknown_642165,CIN,642165,2019,97,267,235,55,13,1,8,29,58,2,1,0.234,0.322,0.4,0.722,0.166,0.276,0.1086,0.2172,0.6667,0.338,91.8,0.6,24.0,2.0,0.7827999999999999
Unknown_571466,CIN,571466,2019,118,375,325,74,14,0,11,46,87,2,1,0.228,0.326,0.372,0.699,0.145,0.276,0.1227,0.232,0.6373,0.338,91.8,0.9,28.0,1.8907905460472698,0.768
Unknown_641658,COL,641658,2019,105,335,306,76,9,5,9,25,89,0,2,0.248,0.303,0.399,0.702,0.15,0.319,0.0746,0.2657,0.6537,0.337,91.2,0.7,25.0,3.5616621983914207,0.7343
Unknown_571506,LAA,571506,2019,57,188,165,29,5,0,9,21,55,1,1,0.176,0.271,0.37,0.641,0.194,0.196,0.1117,0.2926,0.5904,0.337,91.2,0.4,31.0,2.619516562220233,0.7074
Unknown_595751,MIA,595751,2019,130,470,436,114,14,1,18,22,157,10,2,0.261,0.311,0.422,0.733,0.161,0.365,0.0468,0.334,0.5979,0.337,91.2,1.0,26.0,7.136752136752137,0.6659999999999999
Unknown_462101,TEX,462101,2019,152,660,611,168,28,4,12,34,98,5,10,0.275,0.314,0.393,0.706,0.118,0.305,0.0515,0.1485,0.7924,0.336,90.5,1.4,31.0,2.883495145631068,0.8515
Unknown_519222,NYY,519222,2019,71,246,233,65,12,0,8,11,51,0,1,0.279,0.31,0.433,0.744,0.155,0.326,0.0447,0.2073,0.7439,0.336,90.5,0.5,31.0,4.63758389261745,0.7927
Unknown_600474,BAL,600474,2019,96,345,309,76,13,0,13,29,73,4,2,0.246,0.317,0.414,0.731,0.168,0.28,0.0841,0.2116,0.6899,0.336,90.5,0.7,26.0,2.5160523186682524,0.7884
Unknown_650859,LAA,650859,2019,108,410,360,87,18,3,7,41,93,5,3,0.242,0.325,0.367,0.692,0.125,0.304,0.1,0.2268,0.6585,0.336,90.5,0.9,22.0,2.268,0.7732
Unknown_543228,WSH,543228,2019,106,385,338,76,17,0,12,41,95,5,1,0.225,0.317,0.382,0.699,0.157,0.276,0.1065,0.2468,0.6338,0.335,89.8,0.8,32.0,2.317370892018779,0.7532
Unknown_502210,HOU,502210,2019,148,574,526,140,19,3,15,38,75,0,9,0.266,0.311,0.399,0.71,0.133,0.281,0.0662,0.1307,0.7962,0.335,89.8,1.2,32.0,1.9743202416918433,0.8693
Unknown_452095,ATL,452095,2019,86,318,277,64,11,3,11,32,107,7,2,0.231,0.324,0.412,0.735,0.181,0.329,0.1006,0.3365,0.5409,0.335,89.8,0.6,33.0,3.3449304174950303,0.6635
Unknown_596059,TEX,596059,2019,149,595,535,110,30,1,31,53,182,5,1,0.206,0.283,0.439,0.722,0.234,0.245,0.0891,0.3059,0.595,0.335,89.8,1.2,25.0,3.4332210998877666,0.6940999999999999
Unknown_570481,PIT,570481,2019,54,172,155,37,4,1,1,12,37,1,1,0.239,0.296,0.297,0.593,0.058,0.305,0.0698,0.2151,0.6919,0.335,89.8,0.4,28.0,3.0816618911174785,0.7848999999999999
Unknown_641796,AZ,641796,2019,82,250,212,53,12,2,1,14,44,22,1,0.25,0.357,0.34,0.697,0.09,0.31,0.056,0.176,0.676,0.335,89.8,0.5,27.0,3.142857142857143,0.8240000000000001
Unknown_572365,CWS,572365,2019,55,171,152,38,6,1,3,17,45,1,0,0.25,0.329,0.362,0.691,0.112,0.337,0.0994,0.2632,0.6257,0.334,89.2,0.3,31.0,2.647887323943662,0.7368
Unknown_545341,TOR,545341,2019,155,644,599,138,29,5,33,38,167,5,2,0.23,0.281,0.461,0.742,0.23,0.262,0.059,0.2593,0.6739,0.334,89.2,1.3,28.0,4.394915254237288,0.7407
Unknown_543333,SD,543333,2019,165,683,633,166,30,2,22,42,166,3,5,0.262,0.309,0.42,0.729,0.158,0.32,0.0615,0.243,0.6911,0.334,89.2,1.3,30.0,3.951219512195122,0.757
Unknown_425877,STL,425877,2019,124,500,462,122,26,0,11,25,62,7,6,0.264,0.308,0.392,0.7,0.128,0.281,0.05,0.124,0.812,0.333,88.5,0.9,37.0,2.48,0.876
Unknown_595777,ATH,595777,2019,140,532,471,105,24,3,21,49,77,9,3,0.223,0.306,0.42,0.727,0.197,0.223,0.0921,0.1447,0.7462,0.333,88.5,1.0,26.0,1.5711183496199783,0.8553
Unknown_640461,ATH,640461,2019,121,375,346,84,22,0,13,20,88,5,3,0.243,0.291,0.419,0.711,0.176,0.286,0.0533,0.2347,0.696,0.333,88.5,0.7,27.0,4.4033771106941835,0.7653
Unknown_457708,LAA,457708,2019,66,266,225,47,8,0,12,34,81,2,5,0.209,0.312,0.404,0.716,0.196,0.255,0.1278,0.3045,0.5602,0.333,88.5,0.5,32.0,2.3826291079812205,0.6955
Unknown_656185,CLE,656185,2019,86,271,245,55,11,3,4,12,55,9,1,0.224,0.285,0.343,0.628,0.118,0.273,0.0443,0.203,0.7048,0.332,87.8,0.5,26.0,4.582392776523703,0.7969999999999999
Unknown_609275,KC,609275,2019,105,452,423,112,22,10,9,20,134,0,6,0.265,0.294,0.428,0.722,0.163,0.36,0.0442,0.2965,0.6527,0.332,87.8,0.8,24.0,6.70814479638009,0.7035
Unknown_595956,KC,595956,2019,46,150,132,31,7,0,4,12,30,3,1,0.235,0.311,0.379,0.69,0.144,0.273,0.08,0.2,0.6867,0.332,87.8,0.3,27.0,2.5,0.8
Unknown_503556,MIN,503556,2019,120,484,445,117,20,0,15,32,108,6,1,0.263,0.32,0.409,0.729,0.146,0.316,0.0661,0.2231,0.6983,0.331,87.2,0.8,30.0,3.3751891074130103,0.7769
Unknown_622569,PIT,622569,2019,74,177,160,36,9,2,2,15,36,1,1,0.225,0.294,0.344,0.638,0.119,0.276,0.0847,0.2034,0.7062,0.331,87.2,0.3,26.0,2.4014167650531286,0.7966
Unknown_475174,CWS,475174,2019,126,355,308,63,15,0,11,43,73,2,2,0.205,0.304,0.36,0.665,0.156,0.23,0.1211,0.2056,0.6676,0.331,87.2,0.6,32.0,1.6977704376548308,0.7944
Unknown_607752,BOS,607752,2019,63,167,154,34,5,1,7,11,37,1,1,0.221,0.275,0.403,0.678,0.182,0.243,0.0659,0.2216,0.7066,0.331,87.2,0.3,26.0,3.3626707132018208,0.7784
Unknown_572039,ATH,572039,2019,96,401,365,91,17,1,14,29,87,3,3,0.249,0.308,0.416,0.724,0.167,0.288,0.0723,0.217,0.7007,0.33,86.5,0.6,28.0,3.0013831258644537,0.783
Unknown_547172,COL,547172,2019,120,416,363,96,18,2,1,37,69,8,6,0.264,0.341,0.333,0.674,0.069,0.318,0.0889,0.1659,0.7212,0.33,86.5,0.7,27.0,1.8661417322834644,0.8341000000000001
Unknown_547004,BAL,547004,2019,126,430,386,90,16,2,13,41,91,0,2,0.233,0.305,0.386,0.691,0.153,0.271,0.0953,0.2116,0.6907,0.33,86.5,0.7,25.0,2.220356768100735,0.7884
Unknown_435263,ATL,435263,2019,94,343,302,74,12,0,12,33,56,2,6,0.245,0.318,0.404,0.722,0.159,0.258,0.0962,0.1633,0.7347,0.329,85.8,0.5,35.0,1.6975051975051976,0.8367
Unknown_456715,MIL,456715,2019,150,639,578,149,30,0,11,50,110,7,4,0.258,0.322,0.367,0.689,0.109,0.299,0.0782,0.1721,0.7371,0.329,85.8,1.0,33.0,2.20076726342711,0.8279
Unknown_641343,CLE,641343,2019,121,442,388,89,16,2,12,48,119,3,3,0.229,0.317,0.374,0.69,0.144,0.296,0.1086,0.2692,0.6154,0.329,85.8,0.7,24.0,2.4788213627992635,0.7308
Unknown_606132,COL,606132,2019,143,456,435,119,23,5,9,21,103,0,0,0.274,0.307,0.411,0.719,0.138,0.341,0.0461,0.2259,0.7281,0.329,85.8,0.7,25.0,4.900216919739696,0.7741
Unknown_571771,LAD,571771,2019,138,485,437,102,20,1,18,38,105,6,4,0.233,0.301,0.407,0.708,0.174,0.264,0.0784,0.2165,0.6928,0.328,85.2,0.7,28.0,2.7614795918367347,0.7835
Unknown_607680,SF,607680,2019,165,659,624,161,37,3,22,18,91,10,7,0.258,0.287,0.433,0.719,0.175,0.268,0.0273,0.1381,0.8194,0.328,85.2,1.0,30.0,5.058608058608058,0.8619
Unknown_546991,CHC,546991,2019,120,379,354,86,12,1,13,17,65,1,2,0.243,0.278,0.393,0.671,0.15,0.263,0.0449,0.1715,0.7678,0.328,85.2,0.5,25.0,3.819599109131403,0.8285
Unknown_543401,CLE,543401,2019,122,512,459,112,23,1,17,40,88,2,6,0.244,0.304,0.41,0.713,0.166,0.264,0.0781,0.1719,0.7363,0.328,85.2,0.7,32.0,2.201024327784891,0.8281000000000001
Unknown_572761,STL,572761,2019,138,510,430,95,20,2,15,66,136,7,6,0.221,0.33,0.381,0.711,0.16,0.281,0.1294,0.2667,0.5882,0.327,84.5,0.7,34.0,2.061051004636785,0.7333000000000001
Unknown_455117,KC,455117,2019,107,392,349,78,21,0,12,34,90,6,1,0.223,0.303,0.387,0.689,0.163,0.266,0.0867,0.2296,0.6633,0.327,84.5,0.5,33.0,2.648212226066897,0.7704
Unknown_656514,PHI,656514,2019,66,242,222,59,14,0,5,14,60,5,0,0.266,0.324,0.396,0.72,0.131,0.344,0.0579,0.2479,0.6694,0.327,84.5,0.3,23.0,4.281519861830743,0.7521
Unknown_500743,MIA,500743,2019,133,535,492,140,29,1,5,32,63,5,5,0.285,0.331,0.378,0.71,0.093,0.315,0.0598,0.1178,0.8112,0.327,84.5,0.7,30.0,1.9698996655518395,0.8822
Unknown_523253,TEX,523253,2019,102,376,327,74,17,1,8,44,102,3,2,0.226,0.322,0.358,0.68,0.131,0.301,0.117,0.2713,0.6011,0.327,84.5,0.5,32.0,2.3188034188034186,0.7287
Unknown_546318,PHI,546318,2019,43,151,137,32,10,1,3,12,35,1,1,0.234,0.298,0.387,0.685,0.153,0.29,0.0795,0.2318,0.6821,0.327,84.5,0.2,28.0,2.915723270440252,0.7682
