Name,Team,batter,season,G,PA,AB,H,2B,3B,HR,BB,K,HBP,SF,AVG,OBP,SLG,OPS,ISO,BABIP,BB%,K%,BIP%,wOBA,wRC+,WAR,age_bat_median,K_BB_ratio,contact_rate,cluster
Unknown_453923,SF,453923,2018,66,203,189,41,7,3,2,12,58,0,1,0.217,0.3132530120481928,0.2643253234750463,0.58,0.2427440633245382,0.4955223880597015,0.244641192917055,0.5867106503298775,0.6502,0.272,0.3236831523924406,0.12,35.0,0.0835619332242663,0.4132893496701224,1
Unknown_446481,PIT,446481,2018,62,173,150,25,5,1,5,22,60,1,0,0.167,0.3584337349397591,0.2569316081330869,0.591,0.3641160949868073,0.3014925373134328,0.5619757688723206,0.7306786050895382,0.5202,0.272,0.3236831523924406,0.12,33.0,0.0427650644879101,0.269321394910462,1
Unknown_451594,STL,451594,2018,90,334,289,52,10,0,8,38,75,3,4,0.18,0.3614457831325302,0.2292051756007394,0.576,0.2875989445910289,0.226865671641791,0.4995340167753961,0.4427426955702168,0.6527,0.271,0.3212706071572175,0.1,32.0,0.0281946732792607,0.5572573044297833,1
Unknown_475247,ATL,475247,2018,81,184,163,35,6,0,2,18,41,1,1,0.215,0.4126506024096384,0.2107208872458411,0.583,0.1715039577836411,0.4149253731343284,0.4249767008387697,0.4385014137606032,0.6685,0.27,0.3184559710494571,0.12,32.0,0.0340880538873541,0.5614985862393969,1
Unknown_460077,KC,460077,2018,58,185,165,31,9,0,3,16,39,2,2,0.188,0.322289156626506,0.2273567467652495,0.562,0.2638522427440633,0.2686567164179104,0.3723205964585274,0.4102262016965127,0.6919,0.27,0.3184559710494571,0.12,35.0,0.037163173591858,0.5897737983034872,1
Unknown_408314,NYM,408314,2018,100,251,228,43,12,3,4,22,39,0,0,0.189,0.3072289156626506,0.2698706099815158,0.58,0.3245382585751979,0.2298507462686567,0.3774464119291705,0.279688972667295,0.753,0.269,0.3156413349416967,0.1066666666666666,35.0,0.0243300468739007,0.7203110273327049,1
Unknown_543510,DET,543510,2018,117,457,427,94,16,0,8,26,116,2,2,0.22,0.3283132530120483,0.2587800369685768,0.581,0.2242744063324538,0.4417910447761193,0.2343895619757688,0.511545711592837,0.6849,0.269,0.3156413349416967,0.08,28.0,0.0763283423624781,0.488454288407163,1
Unknown_547379,CLE,547379,2018,62,210,179,30,9,1,2,21,70,1,2,0.168,0.2951807228915662,0.1645101663585952,0.519,0.2269129287598944,0.3671641791044776,0.4352283317800559,0.6988689915174363,0.5286,0.267,0.3104141535987132,0.1133333333333333,30.0,0.0545058294357835,0.3011310084825638,1
Unknown_472528,LAA,472528,2018,92,288,266,53,9,0,9,19,100,1,2,0.199,0.286144578313253,0.2975970425138634,0.588,0.3324538258575198,0.4268656716417911,0.2767940354147251,0.7316211121583411,0.5833,0.267,0.3104141535987132,0.1,33.0,0.0918156428823173,0.2683788878416591,1
Unknown_621446,MIA,621446,2018,108,405,382,76,10,5,11,17,120,4,2,0.199,0.2469879518072288,0.3031423290203328,0.577,0.3430079155672823,0.3671641791044776,0.1649580615097856,0.6116870876531574,0.6519,0.265,0.3051869722557297,0.08,24.0,0.1265424582869214,0.3883129123468427,1
Unknown_543376,BAL,543376,2018,80,280,265,58,14,2,3,10,68,3,1,0.219,0.2891566265060241,0.2717190388170056,0.575,0.2453825857519788,0.4417910447761193,0.135601118359739,0.4858623939679548,0.7071,0.265,0.3051869722557297,0.1,32.0,0.1216873136921281,0.5141376060320453,1
Unknown_571595,COL,571595,2018,67,153,146,34,4,1,2,6,24,1,0,0.233,0.3313253012048193,0.2606284658040667,0.583,0.1926121372031662,0.3970149253731344,0.151910531220876,0.2832233741753063,0.7974,0.263,0.2995577000402091,0.1133333333333333,27.0,0.0674653361394046,0.7167766258246935,1
Unknown_553988,DET,553988,2018,64,233,214,44,13,1,1,14,41,3,1,0.206,0.3162650602409639,0.2144177449168207,0.553,0.1978891820580475,0.3432835820895522,0.2493010251630941,0.3282280867106503,0.7468,0.263,0.2995577000402091,0.1,26.0,0.046675604622246,0.6717719132893498,1
Unknown_425772,AZ,425772,2018,67,218,195,39,9,1,1,20,66,0,2,0.2,0.3433734939759036,0.1811460258780038,0.544,0.1662269129287598,0.4716417910447761,0.396551724137931,0.6270028275212064,0.6009,0.261,0.2943305186972255,0.1,35.0,0.05390720147422,0.3729971724787937,1
Unknown_642082,BAL,642082,2018,62,184,160,29,8,0,2,13,66,11,0,0.181,0.3915662650602409,0.1756007393715343,0.557,0.20844327176781,0.4746268656716418,0.298695246971109,0.758718190386428,0.5109,0.26,0.2915158825894652,0.1066666666666666,23.0,0.0881950800753818,0.2412818096135722,1
Unknown_605509,SF,605509,2018,61,152,140,29,4,2,0,9,35,2,0,0.207,0.322289156626506,0.1663585951940851,0.529,0.1266490765171504,0.4238805970149254,0.2451071761416589,0.4561734213006598,0.6908,0.259,0.289103337354242,0.1133333333333333,28.0,0.0652907762745613,0.5438265786993404,1
Unknown_622682,DET,622682,2018,75,219,212,47,5,3,1,5,46,0,1,0.222,0.2439759036144577,0.2107208872458411,0.526,0.1503957783641161,0.4268656716417911,0.0754892823858341,0.4083411875589067,0.7626,0.259,0.289103337354242,0.1,24.0,0.1682683947497,0.5916588124410933,1
Unknown_501659,KC,501659,2018,47,151,134,24,1,2,3,15,36,0,1,0.179,0.3072289156626506,0.2033271719038817,0.544,0.2506596306068601,0.2537313432835821,0.4319664492078285,0.4752591894439208,0.6556,0.258,0.2862887012464816,0.1133333333333333,29.0,0.0364627248835423,0.5247408105560794,1
Unknown_543877,BOS,543877,2018,81,283,264,55,10,0,4,14,44,4,0,0.208,0.3042168674698795,0.2181146025878004,0.551,0.1952506596306068,0.3044776119402985,0.1999068033550792,0.2799245994344957,0.7774,0.256,0.2810615199034981,0.08,28.0,0.0507975859368058,0.7200754005655043,1
Unknown_448801,BAL,448801,2018,128,522,470,79,12,0,16,41,192,7,4,0.168,0.2560240963855421,0.2255083179297597,0.539,0.3139841688654353,0.3074626865671641,0.3350419384902143,0.7801602262016966,0.5402,0.252,0.2702050663449939,0.02,32.0,0.0806812701171965,0.2198397737983035,1
Unknown_435064,MIN,435064,2018,47,151,135,24,8,0,2,12,37,0,2,0.178,0.253012048192771,0.1977818853974123,0.523,0.2506596306068601,0.2686567164179104,0.3397017707362535,0.4908105560791706,0.6623,0.25,0.2649778850020104,0.1066666666666666,35.0,0.0496429686171712,0.5091894439208295,1
Unknown_506702,BOS,506702,2018,89,295,271,47,12,0,5,15,76,4,1,0.173,0.2078313253012048,0.1829944547134936,0.5,0.2401055408970976,0.2567164179104477,0.20596458527493,0.5204995287464655,0.6644,0.245,0.2513067953357458,0.06,29.0,0.0881431285023224,0.4795004712535342,1
Unknown_592407,MIA,592407,2018,59,166,151,31,5,0,1,10,29,2,2,0.205,0.3102409638554217,0.1552680221811461,0.519,0.1160949868073878,0.3283582089552239,0.249767008387698,0.3251649387370405,0.747,0.243,0.2460796139927623,0.0933333333333333,31.0,0.0461634726493884,0.6748350612629594,1
Unknown_592680,MIA,592680,2018,83,160,139,24,3,0,1,19,51,0,2,0.173,0.3343373493975904,0.077634011090573,0.485,0.0897097625329815,0.3701492537313433,0.5228331780055918,0.664703110273327,0.5625,0.237,0.2299959790912746,0.0933333333333333,26.0,0.0419344531999301,0.335296889726673,1
Unknown_600474,WSH,600474,2018,62,213,190,32,9,0,2,18,47,4,1,0.168,0.2891566265060241,0.1349353049907579,0.501,0.1846965699208443,0.2298507462686567,0.3630009319664492,0.4335532516493874,0.6761,0.237,0.2299959790912746,0.0733333333333333,25.0,0.0405472942597504,0.5664467483506126,1
Unknown_491696,TB,491696,2018,63,198,182,38,5,0,1,9,29,1,2,0.209,0.2680722891566265,0.1460258780036969,0.5,0.0923482849604221,0.3164179104477612,0.1812674743709226,0.2587181903864279,0.7828,0.235,0.2243667068757538,0.0733333333333333,30.0,0.0523144019627191,0.7412818096135723,1
Unknown_642423,MIA,642423,2018,50,156,147,28,3,0,0,6,39,0,0,0.19,0.1927710843373493,0.0683918669131238,0.433,0.0290237467018469,0.373134328358209,0.1486486486486486,0.5025918944392083,0.6923,0.232,0.21632488942501,0.0866666666666666,22.0,0.1156790691755523,0.4974081055607917,1
Unknown_592885,MIL,592885,2019,134,591,499,165,30,3,45,80,120,9,3,0.331,0.819277108433735,0.9223659889094272,1.103,0.8812664907651715,0.6626865671641792,0.6001863932898415,0.3918473138548539,0.6464,0.487,0.8492159227985525,0.7266666666666667,28.0,0.0190128702158696,0.6081526861451458,2
Unknown_545361,LAA,545361,2019,139,614,484,141,28,2,46,110,123,16,4,0.291,0.8343373493975904,0.8669131238447321,1.077,0.9023746701846964,0.4895522388059701,0.804287045666356,0.3854853911404335,0.5945,0.477,0.8222758343385603,0.7133333333333333,28.0,0.0116284321873463,0.6145146088595663,2
Unknown_641355,LAD,641355,2019,166,700,591,177,36,3,48,101,121,3,5,0.299,0.7319277108433736,0.8133086876155269,1.016,0.8073878627968337,0.5014925373134328,0.6416589002795899,0.3209236569274269,0.6786,0.456,0.7659831121833534,0.7133333333333333,24.0,0.013185635129325,0.6790763430725728,2
Unknown_443558,MIN,443558,2019,127,548,478,147,27,0,43,60,136,7,3,0.308,0.7018072289156628,0.8502772643253236,1.024,0.8364116094986808,0.626865671641791,0.4794967381174277,0.4983506126295947,0.6277,0.451,0.7523120225170887,0.5733333333333334,39.0,0.0338663956056271,0.5016493873704053,2
Unknown_608324,HOU,608324,2019,170,741,593,174,39,2,43,130,92,10,8,0.293,0.8012048192771085,0.756007393715342,1.007,0.7414248021108178,0.4388059701492538,0.7865796831314072,0.2061734213006598,0.6869,0.449,0.7470848411741053,0.72,25.0,0.0036994490634176,0.7938265786993404,2
Unknown_670541,HOU,670541,2019,99,410,351,105,29,0,27,55,109,2,2,0.299,0.7138554216867471,0.811460258780037,1.008,0.8021108179419525,0.6716417910447762,0.5941286113699906,0.5400565504241283,0.5951,0.447,0.7418576598311217,0.4533333333333333,22.0,0.0283729503554982,0.4599434495758718,2
Unknown_543685,WSH,543685,2019,160,702,588,190,48,3,37,89,94,12,13,0.323,0.7740963855421686,0.7948243992606285,1.018,0.7176781002638523,0.573134328358209,0.5601118359739049,0.2290292177191328,0.7222,0.445,0.736228387615601,0.6733333333333333,29.0,0.0104331932539946,0.7709707822808671,2
Unknown_571448,COL,571448,2019,159,674,599,193,33,2,44,63,94,4,8,0.322,0.6867469879518072,0.7948243992606285,0.99,0.7203166226912928,0.5492537313432836,0.4049394221808015,0.2422243166823751,0.7611,0.442,0.7281865701648571,0.64,28.0,0.0188719071164335,0.757775683317625,2
Unknown_501896,LAD,501896,2019,84,198,173,56,14,0,11,24,48,1,0,0.324,0.7560240963855421,0.77818853974122,1.004,0.6939313984168866,0.7791044776119403,0.5340167753960857,0.484684260131951,0.6313,0.44,0.7229593888218737,0.2866666666666667,36.0,0.0287049241882701,0.5153157398680492,2
Unknown_665487,SD,665487,2019,90,387,347,108,13,6,22,32,113,5,3,0.311,0.6536144578313253,0.7375231053604436,0.948,0.6675461741424802,0.7940298507462688,0.3546132339235787,0.6015551366635249,0.6124,0.436,0.7121029352633694,0.4133333333333333,20.0,0.0583350155472815,0.398444863336475,2
Unknown_624413,NYM,624413,2019,165,715,618,162,31,3,53,73,185,21,3,0.262,0.6024096385542169,0.7486136783733826,0.937,0.8126649076517151,0.4507462686567164,0.4450139794967381,0.5230914231856738,0.6098,0.428,0.6907921190188981,0.6133333333333333,25.0,0.0390367138153253,0.4769085768143264,2
Unknown_606466,AZ,606466,2019,149,643,584,190,37,9,32,53,90,4,2,0.325,0.6807228915662652,0.7578558225508318,0.968,0.6596306068601583,0.6179104477611942,0.353215284249767,0.2434024505183789,0.7714,0.428,0.6907921190188981,0.5666666666666667,26.0,0.0228794770788744,0.7565975494816211,2
Unknown_593428,BOS,593428,2019,160,711,626,196,53,1,33,76,122,2,7,0.313,0.6837349397590361,0.7116451016635861,0.944,0.62532981530343,0.6179104477611942,0.4673811742777259,0.3178605089538172,0.7187,0.425,0.6827503015681544,0.6000000000000001,27.0,0.0210641117299282,0.6821394910461829,2
Unknown_543807,HOU,543807,2019,135,607,526,147,22,3,41,71,126,6,4,0.279,0.6355421686746988,0.7264325323475047,0.936,0.733509234828496,0.4716417910447761,0.5144454799627214,0.4026861451460886,0.6656,0.424,0.6799356654603939,0.5266666666666666,30.0,0.0243375252966603,0.5973138548539114,2
Unknown_656669,CLE,656669,2019,87,274,237,67,16,1,16,34,63,2,1,0.283,0.6566265060240964,0.7153419593345658,0.937,0.7097625329815304,0.5582089552238807,0.5475302889095992,0.4552309142318567,0.6387,0.424,0.6799356654603939,0.3133333333333333,26.0,0.0258507261542965,0.5447690857681433,2
Unknown_643446,NYM,643446,2019,137,586,527,169,39,1,25,37,78,21,1,0.321,0.6897590361445783,0.6783733826247691,0.928,0.5567282321899736,0.6119402985074628,0.2632805219012115,0.2271442035815268,0.7679,0.424,0.6799356654603939,0.5133333333333333,27.0,0.0308214546625032,0.772855796418473,2
Unknown_435062,WSH,435062,2019,131,411,372,126,27,1,18,30,56,4,5,0.339,0.6957831325301206,0.7171903881700556,0.951,0.5646437994722955,0.6626865671641792,0.309412861136999,0.234684260131951,0.781,0.422,0.6747084841174105,0.4,36.0,0.0261330266155802,0.765315739868049,2
Unknown_519203,CHC,519203,2019,151,628,526,157,32,3,28,71,86,28,3,0.298,0.753012048192771,0.6580406654343809,0.938,0.5883905013192612,0.5283582089552239,0.4962721342031687,0.2360980207351555,0.7054,0.421,0.6718938480096501,0.5333333333333334,30.0,0.0134224507940399,0.7639019792648443,2
Unknown_467793,CLE,467793,2019,165,709,596,171,32,1,35,108,110,3,2,0.287,0.7228915662650602,0.6395563770794825,0.918,0.5910290237467019,0.4955223880597015,0.678937558247903,0.2789820923656927,0.6883,0.42,0.6690792119018898,0.58,33.0,0.0097052530565841,0.7210179076343073,2
Unknown_608336,TEX,608336,2019,72,302,246,61,15,1,22,52,116,2,1,0.248,0.674698795180723,0.7597042513863217,0.967,0.8654353562005277,0.6686567164179104,0.771668219944082,0.8185673892554194,0.4338,0.42,0.6690792119018898,0.3266666666666666,26.0,0.0331672590155583,0.1814326107445807,2
Unknown_514888,HOU,514888,2019,137,597,545,164,30,3,36,45,90,3,3,0.301,0.5963855421686747,0.722735674676525,0.921,0.6728232189973615,0.5044776119402985,0.3205964585274929,0.2688501413760603,0.7672,0.419,0.6666666666666665,0.5066666666666666,29.0,0.0287049241882701,0.7311498586239396,2
Unknown_641598,MIN,641598,2019,97,381,330,88,16,1,31,43,94,5,3,0.267,0.5993975903614458,0.7929759704251387,0.96,0.8627968337730871,0.4179104477611941,0.4953401677539608,0.4948162111215834,0.6273,0.419,0.6666666666666665,0.3733333333333333,28.0,0.0322880094171041,0.5051837888784165,2
Unknown_592192,ATH,592192,2019,129,509,421,115,18,3,27,68,112,18,2,0.273,0.7138554216867471,0.6451016635859521,0.917,0.6332453825857519,0.5253731343283582,0.591798695246971,0.4319038642789821,0.611,0.418,0.6638520305589062,0.4466666666666666,30.0,0.0218667472356339,0.5680961357210179,2
Unknown_660162,CWS,660162,2019,137,579,528,168,36,5,26,43,157,4,3,0.318,0.644578313253012,0.7005545286506472,0.925,0.5963060686015831,0.8179104477611939,0.3154706430568499,0.5525447690857681,0.6459,0.418,0.6638520305589062,0.4933333333333333,24.0,0.0606428311079186,0.4474552309142319,2
Unknown_665742,WSH,665742,2019,165,718,590,164,35,5,36,117,147,4,7,0.278,0.7198795180722893,0.6709796672828099,0.934,0.6596306068601583,0.5223880597014926,0.7287977632805219,0.3958529688972667,0.6267,0.417,0.6610373944511458,0.5733333333333334,21.0,0.0143010940596181,0.6041470311027333,2
Unknown_453568,COL,453568,2019,144,648,593,185,43,8,32,41,106,9,5,0.312,0.6174698795180723,0.7375231053604436,0.936,0.6649076517150396,0.5940298507462688,0.2642124883504193,0.2990103675777568,0.7593,0.417,0.6610373944511458,0.5266666666666666,33.0,0.0400185759917185,0.7009896324222431,2
Unknown_502110,BOS,502110,2019,151,673,591,178,34,2,36,73,142,4,5,0.301,0.6656626506024096,0.6913123844731979,0.927,0.6279683377308707,0.6149253731343284,0.4748369058713886,0.4106974552309142,0.6731,0.417,0.6610373944511458,0.5466666666666666,32.0,0.0276345729726891,0.5893025447690858,2
Unknown_571970,LAD,571970,2019,152,631,524,133,26,1,38,95,158,8,4,0.254,0.6506024096385542,0.6487985212569318,0.899,0.6912928759894459,0.453731343283582,0.6710158434296366,0.5035344015080113,0.5864,0.416,0.6586248492159228,0.5133333333333333,29.0,0.0221759712997806,0.4964655984919888,2
Unknown_553993,CIN,553993,2019,163,680,593,161,24,2,50,70,193,11,6,0.272,0.5963855421686747,0.7356746765249538,0.928,0.7678100263852242,0.5313432835820896,0.4487418452935695,0.5822337417530631,0.5971,0.416,0.6586248492159228,0.5466666666666666,28.0,0.043376745272594,0.4177662582469368,2
Unknown_592450,NYY,592450,2019,111,483,406,110,18,1,28,73,150,3,1,0.271,0.6837349397590361,0.6524953789279115,0.912,0.6517150395778364,0.6686567164179104,0.6733457595526562,0.6453817153628651,0.528,0.415,0.6558102131081622,0.4266666666666666,27.0,0.0297809423857998,0.3546182846371348,2
Unknown_457759,LAD,457759,2019,146,593,517,152,27,0,31,54,95,16,6,0.294,0.6506024096385542,0.6506469500924217,0.9,0.5883905013192612,0.5104477611940299,0.3937558247903075,0.2909990574929312,0.7218,0.415,0.6558102131081622,0.4866666666666667,35.0,0.0240307047378644,0.7090009425070687,2
Unknown_669374,MIL,669374,2019,90,364,330,98,25,2,19,25,113,8,1,0.297,0.6084337349397589,0.7097966728280962,0.917,0.6649076517150396,0.7850746268656718,0.2893755824790307,0.6449104618284637,0.5989,0.414,0.6529955770004021,0.3533333333333334,23.0,0.0774458933587266,0.3550895381715364,2
Unknown_646240,BOS,646240,2019,161,717,661,206,54,5,32,49,121,4,2,0.312,0.6144578313253012,0.702402957486137,0.915,0.6147757255936676,0.6179104477611942,0.2875116495806151,0.311262959472196,0.7559,0.414,0.6529955770004021,0.56,23.0,0.0378300731435535,0.6887370405278037,2
Unknown_518692,ATL,518692,2019,168,726,628,183,35,2,39,89,135,7,2,0.291,0.6807228915662652,0.6765249537892792,0.924,0.6306068601583114,0.5432835820895523,0.5405405405405406,0.3517907634307257,0.6818,0.413,0.6505830317651788,0.56,30.0,0.0193587035140999,0.6482092365692744,2
Unknown_605204,NYM,605204,2019,143,463,418,129,22,1,23,39,99,4,2,0.309,0.6415662650602411,0.6598890942698707,0.903,0.5620052770448548,0.6626865671641792,0.3616029822926374,0.4172950047125354,0.6933,0.413,0.6505830317651788,0.4066666666666667,26.0,0.0391412722738405,0.5827049952874648,2
Unknown_605137,PIT,605137,2019,148,629,542,149,38,3,37,75,121,5,7,0.275,0.6204819277108434,0.7153419593345658,0.925,0.7308707124010553,0.453731343283582,0.5246971109040075,0.3668708765315739,0.6804,0.413,0.6505830317651788,0.5,27.0,0.0212355129509036,0.633129123468426,2
Unknown_660670,ATL,660670,2019,167,755,661,187,25,3,43,83,197,10,1,0.283,0.6415662650602411,0.6487985212569318,0.896,0.6147757255936676,0.6179104477611942,0.4813606710158434,0.5282752120640904,0.6119,0.412,0.6477683956574185,0.5733333333333334,22.0,0.0359434299407737,0.4717247879359094,2
Unknown_543543,PHI,543543,2019,83,184,167,43,6,1,13,16,48,1,0,0.257,0.5060240963855422,0.6746765249537894,0.865,0.7176781002638523,0.444776119402985,0.374650512581547,0.5282752120640904,0.6467,0.411,0.6449537595496582,0.2466666666666667,30.0,0.0480381942817324,0.4717247879359094,2
Unknown_543760,ATH,543760,2019,166,761,670,191,44,7,33,88,104,2,1,0.285,0.6355421686746988,0.6377079482439927,0.889,0.5936675461741425,0.4835820895522388,0.5079217148182665,0.2356267672007539,0.7451,0.409,0.6397265782066746,0.56,29.0,0.0128822906802606,0.7643732327992458,2
Unknown_452254,TEX,452254,2019,87,328,297,87,17,1,18,27,72,2,2,0.293,0.5903614457831324,0.6746765249537894,0.892,0.62532981530343,0.5850746268656717,0.352749301025163,0.4307257304429783,0.6921,0.408,0.6369119420989142,0.32,36.0,0.0416164421475456,0.5692742695570217,2
Unknown_624585,KC,624585,2019,166,691,603,157,33,1,49,74,183,10,4,0.26,0.575301204819277,0.7171903881700556,0.911,0.7730870712401055,0.4597014925373134,0.4683131407269338,0.5374646559849198,0.6093,0.406,0.6316847607559308,0.5133333333333333,27.0,0.0378495479179012,0.4625353440150803,2
Unknown_605141,BOS,605141,2019,153,717,608,178,40,5,29,97,105,3,9,0.293,0.6927710843373495,0.635859519408503,0.906,0.5699208443271768,0.5194029850746269,0.5997204100652377,0.2584825636192271,0.7141,0.406,0.6316847607559308,0.5266666666666666,27.0,0.0109373313380555,0.741517436380773,2
Unknown_572816,PIT,572816,2019,82,297,277,82,29,2,13,17,59,0,3,0.296,0.5271084337349398,0.7060998151571167,0.889,0.662269129287599,0.5910447761194031,0.2357875116495806,0.3817153628652214,0.7441,0.406,0.6316847607559308,0.3,30.0,0.0572306261430251,0.6182846371347785,2
Unknown_642086,NYM,642086,2019,85,210,190,53,10,0,12,19,46,1,0,0.279,0.5722891566265059,0.6414048059149724,0.869,0.6147757255936676,0.5283582089552239,0.390959925442684,0.4295475966069745,0.6857,0.405,0.6288701246481705,0.2533333333333333,24.0,0.0368321029393571,0.5704524033930256,2
Unknown_668804,PIT,668804,2019,136,553,498,157,37,4,16,46,122,6,3,0.315,0.6626506024096387,0.6062846580406656,0.88,0.4696569920844327,0.7582089552238808,0.3569431500465983,0.4333176248821866,0.6854,0.405,0.6288701246481705,0.4333333333333333,24.0,0.0413139273803111,0.5666823751178134,2
Unknown_608385,CIN,608385,2019,119,405,355,95,18,2,18,41,62,9,0,0.268,0.6024096385542169,0.5693160813308689,0.84,0.5408970976253298,0.4358208955223881,0.4408201304753029,0.2742695570216777,0.7235,0.405,0.6288701246481705,0.3533333333333334,26.0,0.0192758033554254,0.7257304429783222,2
Unknown_547180,PHI,547180,2019,161,695,582,153,37,1,37,103,183,6,4,0.263,0.6596385542168676,0.6414048059149724,0.898,0.6569920844327176,0.546268656716418,0.6598322460391426,0.5339302544769085,0.5799,0.403,0.6236429433051869,0.5,27.0,0.0243819306681659,0.4660697455230915,2
Unknown_596115,COL,596115,2019,149,670,600,174,38,5,35,60,177,7,3,0.29,0.6084337349397589,0.6857670979667285,0.905,0.6490765171503957,0.6597014925373134,0.3867660764212488,0.5360508953817154,0.6358,0.403,0.6236429433051869,0.4866666666666667,27.0,0.0470667435441021,0.4639491046182846,2
Unknown_518934,NYY,518934,2019,154,692,635,208,35,2,27,50,95,2,4,0.328,0.6566265060240964,0.6340110905730132,0.893,0.4749340369393139,0.644776119402985,0.3061509785647717,0.2370405278039585,0.7861,0.402,0.6208283071974265,0.4933333333333333,31.0,0.0267506326246442,0.7629594721960415,2
Unknown_592178,CHC,592178,2019,151,647,554,153,35,1,31,75,146,16,2,0.276,0.6596385542168676,0.622920517560074,0.888,0.5963060686015831,0.5611940298507463,0.5093196644920783,0.4453345900094251,0.6337,0.402,0.6208283071974265,0.4733333333333333,27.0,0.027686212724318,0.554665409990575,2
Unknown_518626,ATL,518626,2019,163,694,579,146,35,0,38,104,164,9,2,0.252,0.6475903614457831,0.6192236598890943,0.883,0.6543535620052771,0.4507462686567164,0.6677539608574091,0.4703110273327051,0.6009,0.401,0.6184157619622035,0.4933333333333333,34.0,0.0205056221118315,0.5296889726672951,2
Unknown_641820,BAL,641820,2019,159,694,617,178,38,2,36,63,148,9,5,0.288,0.6084337349397589,0.6617375231053606,0.892,0.6174142480211081,0.5671641791044777,0.3923578751164958,0.4161168708765315,0.683,0.401,0.6184157619622035,0.4933333333333333,27.0,0.0354623021038903,0.5838831291234683,2
Unknown_666182,TOR,666182,2019,48,215,199,62,18,0,11,14,51,1,1,0.312,0.6024096385542169,0.7282809611829946,0.926,0.6517150395778364,0.7044776119402986,0.2726001863932898,0.4724316682375117,0.693,0.4,0.6156011258544429,0.2466666666666667,21.0,0.0605181408735927,0.5275683317624884,2
Unknown_457705,PHI,457705,2019,63,274,230,61,13,1,11,44,56,0,0,0.265,0.6777108433734941,0.5545286506469502,0.857,0.5277044854881267,0.5164179104477612,0.7176141658900279,0.3951460885956644,0.635,0.4,0.6156011258544429,0.28,33.0,0.0146281839591146,0.6048539114043354,2
Unknown_621043,HOU,621043,2019,85,357,316,85,18,1,23,35,90,2,4,0.269,0.5542168674698796,0.6968576709796674,0.892,0.7203166226912928,0.4955223880597015,0.4259086672879776,0.5075400565504241,0.6443,0.399,0.6127864897466826,0.32,25.0,0.0397849706109893,0.492459943449576,2
Unknown_640457,TB,640457,2019,149,634,566,160,32,7,33,61,144,7,0,0.283,0.6084337349397589,0.6746765249537894,0.898,0.6517150395778364,0.573134328358209,0.4175209692451071,0.4486333647502357,0.6656,0.399,0.6127864897466826,0.4533333333333333,24.0,0.0356865922567065,0.5513666352497644,2
Unknown_593934,MIN,593934,2019,107,451,392,95,19,2,35,55,167,3,1,0.242,0.5451807228915663,0.7301293900184842,0.908,0.8390501319261213,0.5373134328358209,0.537744641192917,0.7860508953817154,0.5011,0.399,0.6127864897466826,0.3666666666666667,26.0,0.0487426446804481,0.2139491046182846,2
Unknown_621566,ATH,621566,2019,128,551,486,130,26,0,36,52,139,12,1,0.267,0.5843373493975904,0.6820702402957488,0.895,0.7044854881266491,0.4985074626865672,0.4091332712022367,0.5080113100848257,0.6316,0.399,0.6127864897466826,0.4133333333333333,25.0,0.0417247905151572,0.4919886899151744,2
Unknown_621311,COL,621311,2019,104,428,388,119,28,5,15,29,113,4,5,0.307,0.5993975903614458,0.6414048059149724,0.877,0.5408970976253298,0.7701492537313434,0.2851817334575955,0.5355796418473139,0.6542,0.399,0.6127864897466826,0.3533333333333334,25.0,0.0653605065991463,0.4644203581526862,2
Unknown_493329,HOU,493329,2019,156,659,607,180,42,2,32,40,66,5,7,0.297,0.5512048192771085,0.6580406654343809,0.872,0.5936675461741425,0.4567164179104477,0.2520969245107176,0.1496229971724788,0.8316,0.398,0.6103739445114595,0.4666666666666667,35.0,0.0219448421836591,0.850377002827521,2
Unknown_666971,TOR,666971,2019,88,356,326,92,21,2,22,21,88,5,3,0.282,0.5240963855421686,0.7153419593345658,0.894,0.712401055408971,0.555223880597015,0.244175209692451,0.4959943449575872,0.677,0.398,0.6103739445114595,0.3133333333333333,26.0,0.0710902276070748,0.504005655042413,2
Unknown_607043,NYM,607043,2019,72,271,213,49,11,3,10,49,76,5,3,0.23,0.6716867469879518,0.512014787430684,0.832,0.5593667546174143,0.4955223880597015,0.8117427772600185,0.5742224316682375,0.5166,0.397,0.6075593084036992,0.2733333333333333,26.0,0.0200120699483076,0.4257775683317626,2
Unknown_650402,NYY,650402,2019,154,641,577,165,32,0,42,54,134,3,6,0.286,0.5692771084337348,0.7134935304990759,0.907,0.6992084432717678,0.5014925373134328,0.3616029822926374,0.4059849198868991,0.7005,0.396,0.6047446722959389,0.4466666666666666,23.0,0.0380378698330754,0.594015080113101,2
Unknown_575929,CHC,575929,2019,105,422,371,102,19,2,24,40,103,9,2,0.275,0.6024096385542169,0.6598890942698707,0.889,0.6517150395778364,0.546268656716418,0.4109972041006523,0.4886899151743638,0.6398,0.396,0.6047446722959389,0.34,27.0,0.0398323052106576,0.5113100848256362,2
Unknown_641313,CWS,641313,2019,128,536,515,172,32,0,18,16,111,3,2,0.334,0.5963855421686747,0.6044362292051757,0.857,0.41688654353562,0.7850746268656718,0.108574091332712,0.4015080113100848,0.7575,0.395,0.6023321270607156,0.3933333333333333,26.0,0.1240583614512327,0.5984919886899149,3
