Name,Team,batter,season,G,PA,AB,H,2B,3B,HR,BB,K,HBP,SF,AVG,OBP,SLG,OPS,ISO,BABIP,BB%,K%,BIP%,wOBA,wRC+,WAR,age_bat_median,K_BB_ratio,contact_rate
Unknown_592387,SEA,592387,2019,48,191,173,41,16,0,7,13,40,1,4,0.237,0.39156626506024095,0.512014787430684,0.739,0.5408970976253298,0.38208955223880603,0.28657968313140725,0.4069274269557022,0.7173,0.34,0.45476477683956573,0.17333333333333334,27.0,0.049509974174533004,0.5930725730442978
Unknown_571431,WSH,571431,2019,118,348,325,74,14,0,23,20,120,2,1,0.228,0.35542168674698804,0.5711645101663587,0.759,0.6490765171503957,0.4328358208955225,0.23718546132339235,0.725966069745523,0.592,0.339,0.45195014073180534,0.19333333333333336,31.0,0.10605967190839902,0.274033930254477
Unknown_607732,PIT,607732,2019,73,216,197,51,6,0,6,16,42,2,0,0.259,0.49096385542168675,0.3826247689463957,0.702,0.29815303430079154,0.5014925373134328,0.3145386766076421,0.3715834118755891,0.7176,0.339,0.45195014073180534,0.17333333333333334,30.0,0.04077273691508663,0.6284165881244108
Unknown_592122,SF,592122,2019,93,188,161,30,6,1,9,26,69,0,1,0.186,0.42168674698795183,0.42513863216266184,0.702,0.5488126649076517,0.34626865671641793,0.6136999068033551,0.7782752120640904,0.4947,0.339,0.45195014073180534,0.16666666666666669,28.0,0.04135668709849448,0.22172478793590966
Unknown_664056,STL,664056,2019,133,431,370,77,16,3,12,48,124,10,2,0.208,0.4698795180722892,0.3530499075785583,0.679,0.39050131926121373,0.42089552238805983,0.4883504193849021,0.5914231856738925,0.5754,0.338,0.449135504624045,0.20666666666666667,25.0,0.03998116392075903,0.40857681432610726
Unknown_596748,PHI,596748,2019,125,441,402,95,19,0,18,36,65,0,3,0.236,0.4186746987951807,0.4510166358595195,0.715,0.4564643799472295,0.31343283582089554,0.34948741845293574,0.2608388312912347,0.771,0.338,0.449135504624045,0.20666666666666667,27.0,0.0249571646113289,0.7391611687087651
Unknown_592261,TEX,592261,2019,110,420,368,91,17,4,4,38,104,4,2,0.247,0.496987951807229,0.32162661737523107,0.671,0.24274406332453824,0.5910447761194031,0.39095992544268404,0.4969368520263902,0.6333,0.338,0.449135504624045,0.20666666666666667,27.0,0.042948874315175266,0.5030631479736096
Unknown_643393,HOU,643393,2019,112,292,256,58,11,4,9,25,50,6,4,0.227,0.4457831325301205,0.42883548983364156,0.712,0.45118733509234826,0.32835820895522394,0.3681267474370922,0.3169180018850141,0.7192,0.338,0.449135504624045,0.18666666666666668,28.0,0.02870492418827012,0.6830819981149858
Unknown_572073,BAL,572073,2019,67,201,180,40,11,2,3,18,53,3,0,0.222,0.4367469879518072,0.3364140480591498,0.659,0.32717678100263853,0.4895522388059701,0.38676607642124883,0.5348727615457115,0.6318,0.338,0.449135504624045,0.17333333333333334,28.0,0.04695873284200902,0.4651272384542884
Unknown_642165,CIN,642165,2019,97,267,235,55,13,1,8,29,58,2,1,0.234,0.49397590361445787,0.4177449168207025,0.722,0.41424802110817943,0.4238805970149254,0.4753028890959925,0.425306314797361,0.6667,0.338,0.449135504624045,0.18000000000000002,24.0,0.02870492418827012,0.574693685202639
Unknown_571466,CIN,571466,2019,118,375,325,74,14,0,11,46,87,2,1,0.228,0.5060240963855422,0.3659889094269872,0.699,0.3588390501319261,0.4238805970149254,0.5410065237651445,0.4601790763430726,0.6373,0.338,0.449135504624045,0.2,28.0,0.026591118656711932,0.5398209236569276
Unknown_641658,COL,641658,2019,105,335,306,76,9,5,9,25,89,0,2,0.248,0.4367469879518072,0.41589648798521267,0.702,0.37203166226912926,0.5522388059701493,0.3168685927306617,0.5395852968897267,0.6537,0.337,0.44672295938882184,0.18666666666666668,25.0,0.05893170469038604,0.4604147031102732
Unknown_571506,LAA,571506,2019,57,188,165,29,5,0,9,21,55,1,1,0.176,0.34036144578313254,0.3622920517560075,0.641,0.48812664907651715,0.18507462686567167,0.4897483690587139,0.6029688972667295,0.5904,0.337,0.44672295938882184,0.16666666666666669,31.0,0.040695988045066425,0.3970311027332707
Unknown_595751,MIA,595751,2019,130,470,436,114,14,1,18,22,157,10,2,0.261,0.46084337349397586,0.4584103512014788,0.733,0.40105540897097625,0.6895522388059702,0.18732525629077354,0.7005183788878416,0.5979,0.337,0.44672295938882184,0.20666666666666667,26.0,0.1281294216828717,0.29948162111215826
Unknown_462101,TEX,462101,2019,152,660,611,168,28,4,12,34,98,5,10,0.275,0.4698795180722892,0.40480591497227375,0.706,0.28759894459102897,0.5104477611940299,0.20922646784715748,0.26343072573044296,0.7924,0.336,0.4439083232810615,0.23333333333333334,31.0,0.04580543021907675,0.7365692742695569
Unknown_519222,NYY,519222,2019,71,246,233,65,12,0,8,11,51,0,1,0.279,0.45783132530120485,0.47874306839186703,0.744,0.38522427440633245,0.573134328358209,0.17753960857409132,0.4019792648444864,0.7439,0.336,0.4439083232810615,0.17333333333333334,31.0,0.07975672621061851,0.5980207351555136
Unknown_600474,BAL,600474,2019,96,345,309,76,13,0,13,29,73,4,2,0.246,0.4789156626506025,0.4436229205175602,0.731,0.4195250659630607,0.4358208955223881,0.36113699906803354,0.4121112158341188,0.6899,0.336,0.4439083232810615,0.18666666666666668,26.0,0.038693384035771376,0.5878887841658813
Unknown_650859,LAA,650859,2019,108,410,360,87,18,3,7,41,93,5,3,0.242,0.5030120481927711,0.356746765249538,0.692,0.30606860158311344,0.5074626865671642,0.43522833178005593,0.4479264844486334,0.6585,0.336,0.4439083232810615,0.2,22.0,0.03389220296271392,0.5520735155513667
Unknown_543228,WSH,543228,2019,106,385,338,76,17,0,12,41,95,5,1,0.225,0.4789156626506025,0.38447319778188555,0.699,0.39050131926121373,0.4238805970149254,0.46551724137931033,0.4950518378887842,0.6338,0.335,0.4410936871733011,0.19333333333333336,32.0,0.034847802142730235,0.5049481621112157
Unknown_502210,HOU,502210,2019,148,574,526,140,19,3,15,38,75,0,9,0.266,0.46084337349397586,0.41589648798521267,0.71,0.32717678100263853,0.4388059701492538,0.27772600186393287,0.22148916116870881,0.7962,0.335,0.4410936871733011,0.22000000000000003,32.0,0.02820787916884942,0.7785108388312911
Unknown_452095,ATL,452095,2019,86,318,277,64,11,3,11,32,107,7,2,0.231,0.5,0.4399260628465805,0.735,0.4538258575197889,0.5820895522388061,0.43802423112767935,0.7064090480678605,0.5409,0.335,0.4410936871733011,0.18000000000000002,33.0,0.05473674884415003,0.2935909519321396
Unknown_596059,TEX,596059,2019,149,595,535,110,30,1,31,53,182,5,1,0.206,0.37650602409638545,0.48983364140480606,0.722,0.5936675461741425,0.33134328358208953,0.38443616029822925,0.6343072573044297,0.595,0.335,0.4410936871733011,0.22000000000000003,25.0,0.05644566072010898,0.36569274269557006
Unknown_570481,PIT,570481,2019,54,172,155,37,4,1,1,12,37,1,1,0.239,0.4156626506024096,0.22735674676524958,0.593,0.12928759894459102,0.5104477611940299,0.2945013979496738,0.42035815268614524,0.6919,0.335,0.4410936871733011,0.16666666666666669,28.0,0.04964105019169714,0.5796418473138547
Unknown_641796,AZ,641796,2019,82,250,212,53,12,2,1,14,44,22,1,0.25,0.5993975903614458,0.30683918669131255,0.697,0.21372031662269128,0.5253731343283582,0.23019571295433366,0.32822808671065035,0.676,0.335,0.4410936871733011,0.17333333333333334,27.0,0.05082551597694306,0.6717719132893498
Unknown_572365,CWS,572365,2019,55,171,152,38,6,1,3,17,45,1,0,0.25,0.5150602409638555,0.34750462107208885,0.691,0.2717678100263852,0.6059701492537314,0.43243243243243246,0.5336946277097078,0.6257,0.334,0.43868114193807795,0.16,31.0,0.041245118829031896,0.46630537229029234
Unknown_545341,TOR,545341,2019,155,644,599,138,29,5,33,38,167,5,2,0.23,0.37048192771084343,0.5304990757855823,0.742,0.58311345646438,0.38208955223880603,0.24417520969245105,0.5245051837888783,0.6739,0.334,0.43868114193807795,0.22666666666666668,28.0,0.07505974905728793,0.47549481621112166
Unknown_543333,SD,543333,2019,165,683,633,166,30,2,22,42,166,3,5,0.262,0.45481927710843373,0.4547134935304991,0.729,0.39313984168865435,0.555223880597015,0.2558247903075489,0.48609802073515557,0.6911,0.334,0.43868114193807795,0.22666666666666668,30.0,0.06647178821771173,0.5139019792648445
Unknown_425877,STL,425877,2019,124,500,462,122,26,0,11,25,62,7,6,0.264,0.4518072289156626,0.4029574861367839,0.7,0.31398416886543534,0.4388059701492538,0.2022367194780988,0.20570216776625827,0.812,0.333,0.4358665058303176,0.2,37.0,0.037995572739512755,0.7942978322337415
Unknown_595777,ATH,595777,2019,140,532,471,105,24,3,21,49,77,9,3,0.223,0.4457831325301205,0.4547134935304991,0.727,0.49604221635883905,0.26567164179104485,0.3984156570363467,0.2544769085768143,0.7462,0.333,0.4358665058303176,0.20666666666666667,26.0,0.020403697763774917,0.7455230914231856
Unknown_640461,ATH,640461,2019,121,375,346,84,22,0,13,20,88,5,3,0.243,0.4006024096385542,0.45286506469500937,0.711,0.4406332453825857,0.453731343283582,0.21761416589002794,0.46654099905749297,0.696,0.333,0.4358665058303176,0.18666666666666668,27.0,0.07522353267068808,0.5334590009425071
Unknown_457708,LAA,457708,2019,66,266,225,47,8,0,12,34,81,2,5,0.209,0.463855421686747,0.42513863216266184,0.716,0.4934036939313984,0.36119402985074633,0.5647716682199441,0.6310084825636192,0.5602,0.333,0.4358665058303176,0.17333333333333334,32.0,0.03611090870437218,0.3689915174363809
Unknown_656185,CLE,656185,2019,86,271,245,55,11,3,4,12,55,9,1,0.224,0.3825301204819277,0.312384473197782,0.628,0.28759894459102897,0.4149253731343284,0.17567567567567566,0.39184731385485394,0.7048,0.332,0.43305186972255727,0.17333333333333334,26.0,0.07868847357983133,0.6081526861451458
Unknown_609275,KC,609275,2019,105,452,423,112,22,10,9,20,134,0,6,0.265,0.40963855421686746,0.46950092421441786,0.722,0.40633245382585753,0.6746268656716418,0.17520969245107176,0.6121583411875589,0.6527,0.332,0.43305186972255727,0.19333333333333336,24.0,0.11983350467062268,0.38784165881244115
Unknown_595956,KC,595956,2019,46,150,132,31,7,0,4,12,30,3,1,0.235,0.46084337349397586,0.378927911275416,0.69,0.35620052770448546,0.4149253731343284,0.34203168685927304,0.38477851083883136,0.6867,0.332,0.43305186972255727,0.16,27.0,0.03838268309581453,0.6152214891611687
Unknown_503556,MIN,503556,2019,120,484,445,117,20,0,15,32,108,6,1,0.263,0.48795180722891573,0.434380776340111,0.729,0.3614775725593667,0.5432835820895523,0.27726001863932903,0.43920829406220546,0.6983,0.331,0.4306393244873341,0.19333333333333336,30.0,0.055322421455918744,0.5607917059377947
Unknown_622569,PIT,622569,2019,74,177,160,36,9,2,2,15,36,1,1,0.225,0.40963855421686746,0.31423290203327175,0.638,0.29023746701846964,0.4238805970149254,0.363932898415657,0.39278982092365694,0.7062,0.331,0.4306393244873341,0.16,26.0,0.03647455353553128,0.6072101790763431
Unknown_475174,CWS,475174,2019,126,355,308,63,15,0,11,43,73,2,2,0.205,0.43975903614457834,0.34380776340110913,0.665,0.38786279683377306,0.28656716417910455,0.5335507921714818,0.3979736098020735,0.6676,0.331,0.4306393244873341,0.18000000000000002,32.0,0.022855114510051705,0.6020263901979264
Unknown_607752,BOS,607752,2019,63,167,154,34,5,1,7,11,37,1,1,0.221,0.3524096385542169,0.4232902033271721,0.678,0.4564643799472295,0.32537313432835824,0.27632805219012113,0.43567389255419414,0.7066,0.331,0.4306393244873341,0.16,26.0,0.05508012145374776,0.5643261074458059
Unknown_572039,ATH,572039,2019,96,401,365,91,17,1,14,29,87,3,3,0.249,0.4518072289156626,0.4473197781885398,0.724,0.41688654353562005,0.4597014925373134,0.3061509785647717,0.4248350612629595,0.7007,0.33,0.4278246883795737,0.18000000000000002,28.0,0.04808721312066889,0.5751649387370406
Unknown_547172,COL,547172,2019,120,416,363,96,18,2,1,37,69,8,6,0.264,0.5512048192771085,0.29390018484288366,0.674,0.158311345646438,0.5492537313432836,0.38350419384902146,0.30442978322337416,0.7212,0.33,0.4278246883795737,0.18666666666666668,27.0,0.026114028102785784,0.695570216776626
Unknown_547004,BAL,547004,2019,126,430,386,90,16,2,13,41,91,0,2,0.233,0.44277108433734935,0.39186691312384486,0.691,0.37994722955145116,0.40895522388059713,0.4133271202236719,0.4121112158341188,0.6907,0.33,0.4278246883795737,0.18666666666666668,25.0,0.03297004353891929,0.5878887841658813
Unknown_435263,ATL,435263,2019,94,343,302,74,12,0,12,33,56,2,6,0.245,0.4819277108433735,0.42513863216266184,0.722,0.39577836411609496,0.37014925373134333,0.4175209692451071,0.2983034872761546,0.7347,0.329,0.4250100522718134,0.17333333333333334,35.0,0.022849980649610198,0.7016965127238455
Unknown_456715,MIL,456715,2019,150,639,578,149,30,0,11,50,110,7,4,0.258,0.49397590361445787,0.356746765249538,0.689,0.2638522427440633,0.4925373134328358,0.3336439888164026,0.31903864278982097,0.7371,0.329,0.4250100522718134,0.20666666666666667,33.0,0.032590878532220174,0.6809613572101789
Unknown_641343,CLE,641343,2019,121,442,388,89,16,2,12,48,119,3,3,0.229,0.4789156626506025,0.3696857670979668,0.69,0.35620052770448546,0.4835820895522388,0.4753028890959925,0.547832233741753,0.6154,0.329,0.4250100522718134,0.18666666666666668,24.0,0.037972759606176375,0.45216776625824706
Unknown_606132,COL,606132,2019,143,456,435,119,23,5,9,21,103,0,0,0.274,0.4487951807228916,0.4380776340110906,0.719,0.3403693931398417,0.6179104477611942,0.18406337371854614,0.44580584354382663,0.7281,0.329,0.4250100522718134,0.18666666666666668,25.0,0.08484012444591384,0.5541941564561734
Unknown_571771,LAD,571771,2019,138,485,437,102,20,1,18,38,105,6,4,0.233,0.4307228915662651,0.4306839186691313,0.708,0.43535620052770446,0.3880597014925373,0.3345759552656104,0.42365692742695577,0.6928,0.328,0.4225975070365902,0.18666666666666668,28.0,0.04344375599389261,0.5763430725730443
Unknown_607680,SF,607680,2019,165,659,624,161,37,3,22,18,91,10,7,0.258,0.3885542168674698,0.47874306839186703,0.719,0.4379947229551451,0.4,0.09645852749301026,0.23892554194156457,0.8194,0.328,0.4225975070365902,0.20666666666666667,30.0,0.08790586695603263,0.7610744580584352
Unknown_546991,CHC,546991,2019,120,379,354,86,12,1,13,17,65,1,2,0.243,0.3614457831325302,0.40480591497227375,0.671,0.37203166226912926,0.38507462686567173,0.17847157502329916,0.31762488218661644,0.7678,0.328,0.4225975070365902,0.17333333333333334,25.0,0.06392420716138275,0.6823751178133837
Unknown_543401,CLE,543401,2019,122,512,459,112,23,1,17,40,88,2,6,0.244,0.43975903614457834,0.43622920517560076,0.713,0.41424802110817943,0.3880597014925373,0.3331780055917987,0.31856738925541944,0.7363,0.328,0.4225975070365902,0.18666666666666668,32.0,0.032595854145976835,0.6814326107445807
Unknown_572761,STL,572761,2019,138,510,430,95,20,2,15,66,136,7,6,0.221,0.5180722891566266,0.3826247689463957,0.711,0.39841688654353563,0.4388059701492538,0.5722273998136066,0.5419415645617341,0.5882,0.327,0.4197828709288299,0.18666666666666668,34.0,0.029886597996146486,0.45805843543826597
Unknown_455117,KC,455117,2019,107,392,349,78,21,0,12,34,90,6,1,0.223,0.4367469879518072,0.3937153419593347,0.689,0.40633245382585753,0.39402985074626873,0.3732525629077353,0.4545240339302545,0.6633,0.327,0.4197828709288299,0.17333333333333334,33.0,0.041251407477866334,0.5454759660697455
Unknown_656514,PHI,656514,2019,66,242,222,59,14,0,5,14,60,5,0,0.266,0.5,0.4103512014787432,0.72,0.32189973614775724,0.626865671641791,0.239049394221808,0.49764373232799247,0.6694,0.327,0.4197828709288299,0.16,23.0,0.07286492251941405,0.5023562676720075
Unknown_500743,MIA,500743,2019,133,535,492,140,29,1,5,32,63,5,5,0.285,0.5210843373493976,0.3770794824399261,0.71,0.22163588390501318,0.5402985074626866,0.24790307548928237,0.19109330819981152,0.8112,0.327,0.4197828709288299,0.18666666666666668,30.0,0.028122316628618617,0.8089066918001884
Unknown_523253,TEX,523253,2019,102,376,327,74,17,1,8,44,102,3,2,0.226,0.49397590361445787,0.3401109057301294,0.68,0.32189973614775724,0.4985074626865672,0.5144454799627214,0.5527803958529688,0.6011,0.327,0.4197828709288299,0.17333333333333334,32.0,0.03487552944043091,0.4472196041470311
Unknown_546318,PHI,546318,2019,43,151,137,32,10,1,3,12,35,1,1,0.234,0.42168674698795183,0.3937153419593347,0.685,0.37994722955145116,0.4656716417910447,0.3397017707362535,0.4597078228086711,0.6821,0.327,0.4197828709288299,0.15333333333333335,28.0,0.04642922226296781,0.5402921771913289
Unknown_516770,MIA,516770,2019,165,686,646,175,32,4,22,28,115,3,9,0.271,0.42771084337349397,0.48243992606284664,0.735,0.40897097625329815,0.4805970149253731,0.1593662628145387,0.308435438265787,0.7872,0.326,0.4169682348210695,0.2,29.0,0.06950331958282008,0.691564561734213
Unknown_642133,TOR,642133,2019,114,413,374,85,19,0,22,29,117,7,3,0.227,0.40662650602409633,0.5194085027726434,0.748,0.575197889182058,0.391044776119403,0.29636533084808947,0.5810556079170593,0.6295,0.326,0.4169682348210695,0.17333333333333334,24.0,0.06810525888593669,0.41894439208294076
Unknown_541650,MIL,541650,2019,91,263,247,57,13,0,8,12,70,0,2,0.231,0.319277108433735,0.3826247689463957,0.645,0.37203166226912926,0.4567164179104477,0.18173345759552656,0.5407634307257304,0.6806,0.325,0.4145556895858464,0.16,28.0,0.10298596843477327,0.4592365692742697
Unknown_647304,SD,647304,2019,95,280,253,63,15,0,8,26,64,0,1,0.249,0.4819277108433735,0.4232902033271721,0.721,0.3825857519788918,0.5014925373134328,0.402143522833178,0.452167766258247,0.6786,0.325,0.4145556895858464,0.16,22.0,0.037622213343122664,0.5478322337417529
Unknown_622110,TB,622110,2019,47,177,155,40,8,0,1,19,32,2,1,0.258,0.5632530120481928,0.28650646950092434,0.674,0.16358839050131924,0.546268656716418,0.46924510717614165,0.3395381715362865,0.7006,0.324,0.411741053478086,0.15333333333333335,28.0,0.022607845883051085,0.6604618284637136
Unknown_664034,SD,664034,2019,74,209,191,44,8,1,7,10,50,7,1,0.23,0.4036144578313252,0.40480591497227375,0.685,0.40369393139841686,0.4179104477611941,0.19198508853681268,0.4771442035815269,0.6794,0.324,0.411741053478086,0.15333333333333335,25.0,0.08685246306372524,0.5228557964184732
Unknown_518595,TB,518595,2019,110,417,373,91,16,0,16,33,93,4,7,0.244,0.4487951807228916,0.4473197781885398,0.723,0.4300791556728232,0.4268656716417911,0.33783783783783783,0.4389726672950048,0.6882,0.323,0.40892641737032565,0.16666666666666669,30.0,0.04456127759431002,0.5610273327049953
Unknown_543257,ATH,543257,2019,138,496,434,104,21,3,6,59,88,1,2,0.24,0.5210843373493976,0.312384473197782,0.674,0.25065963060686014,0.4567164179104477,0.5237651444547996,0.33152686145146093,0.7016,0.323,0.40892641737032565,0.17333333333333334,30.0,0.018848248729493797,0.6684731385485392
Unknown_641525,DET,641525,2019,112,422,393,98,20,4,15,21,137,4,4,0.249,0.4006024096385542,0.48243992606284664,0.727,0.46701846965699206,0.6119402985074628,0.20130475302889095,0.6783694627709708,0.6161,0.323,0.40892641737032565,0.16666666666666669,27.0,0.11615455287090035,0.32163053722902935
Unknown_621453,SF,621453,2019,78,300,277,66,14,2,4,19,82,1,3,0.238,0.3885542168674698,0.3197781885397412,0.633,0.26121372031662266,0.555223880597015,0.26421248835041933,0.557492931196984,0.66,0.323,0.40892641737032565,0.16,26.0,0.07356202471707787,0.44250706880301616
Unknown_547982,CLE,547982,2019,71,284,252,53,7,0,9,25,80,4,0,0.21,0.4036144578313252,0.3160813308687616,0.637,0.3324538258575198,0.4059701492537314,0.3793103448275862,0.5772855796418473,0.6056,0.323,0.40892641737032565,0.16,31.0,0.05195354047298476,0.42271442035815254
Unknown_570256,PIT,570256,2019,42,167,154,37,8,1,6,12,49,1,0,0.24,0.42469879518072284,0.4584103512014788,0.721,0.4564643799472295,0.5343283582089553,0.304287045666356,0.6048539114043355,0.6228,0.323,0.40892641737032565,0.15333333333333335,28.0,0.06897732286889999,0.3951460885956646
Unknown_622168,STL,622168,2019,87,195,184,49,7,1,2,8,40,1,2,0.266,0.4186746987951807,0.32162661737523107,0.645,0.19261213720316622,0.573134328358209,0.1602982292637465,0.3967954759660698,0.7487,0.321,0.40369923602734215,0.15333333333333335,24.0,0.08681868621357339,0.6032045240339301
Unknown_572033,ATH,572033,2019,105,345,317,75,18,0,12,15,65,6,5,0.237,0.3674698795180724,0.4306839186691313,0.687,0.42480211081794195,0.36716417910447763,0.17194780987884434,0.35744580584354385,0.7449,0.32,0.40088459991958175,0.16,31.0,0.07382330364689098,0.6425541941564561
Unknown_600869,DET,600869,2019,96,394,342,73,17,2,10,44,99,7,1,0.213,0.47289156626506024,0.3493530499075786,0.677,0.36939313984168864,0.4029850746268657,0.4897483690587139,0.5056550424128181,0.6193,0.32,0.40088459991958175,0.16,26.0,0.03353947161030216,0.49434495758718167
Unknown_456078,CWS,456078,2019,73,257,236,51,13,0,12,16,75,3,2,0.216,0.34337349397590367,0.46210720887245854,0.696,0.525065963060686,0.37014925373134333,0.2595526561043802,0.6010838831291234,0.6342,0.32,0.40088459991958175,0.15333333333333335,32.0,0.08065103299537847,0.39891611687087636
Unknown_595284,PHI,595284,2019,75,164,140,30,9,0,3,18,53,3,0,0.214,0.4789156626506025,0.312384473197782,0.66,0.31662269129287596,0.5582089552238807,0.48089468779123945,0.6750706880301601,0.5305,0.319,0.39847205468435865,0.14666666666666667,28.0,0.046967507481924055,0.32492931196984
Unknown_457763,SF,457763,2019,118,459,418,107,26,0,7,35,73,4,1,0.256,0.4849397590361446,0.35859519408502777,0.687,0.2717678100263852,0.4805970149253731,0.32479030754892824,0.28817153628652215,0.7538,0.319,0.39847205468435865,0.16,32.0,0.03032845386083327,0.7118284637134777
Unknown_628338,TB,628338,2019,80,241,212,47,14,0,5,20,62,6,1,0.222,0.44277108433734935,0.3401109057301294,0.664,0.33773087071240104,0.4597014925373134,0.3560111835973905,0.5197926484448633,0.6266,0.318,0.39565741857659825,0.14666666666666667,28.0,0.04999599378486782,0.48020735155513683
Unknown_641487,SEA,641487,2019,92,396,345,78,21,4,7,43,83,2,3,0.226,0.4668674698795181,0.36414048059149734,0.684,0.3588390501319261,0.42089552238805983,0.4753028890959925,0.4073986804901037,0.6692,0.318,0.39565741857659825,0.15333333333333335,24.0,0.027350394396422284,0.5926013195098963
Unknown_435079,SD,435079,2019,92,296,272,60,12,0,11,20,58,3,1,0.221,0.3674698795180724,0.39186691312384486,0.666,0.41160949868073876,0.31641791044776124,0.28424976700838767,0.3751178133836004,0.7264,0.318,0.39565741857659825,0.15333333333333335,37.0,0.04608480482992532,0.6248821866163996
Unknown_543063,SF,543063,2019,152,578,514,119,25,2,11,56,120,4,4,0.232,0.45783132530120485,0.3290203327171904,0.662,0.2955145118733509,0.4328358208955225,0.42078285181733455,0.40268614514608864,0.6886,0.317,0.3928427824688379,0.16,32.0,0.03146143756131682,0.5973138548539114
Unknown_544369,NYY,544369,2019,87,368,346,82,14,2,17,19,57,1,2,0.237,0.35843373493975916,0.4842883548983365,0.714,0.5013192612137203,0.30746268656716413,0.2096924510717614,0.2785108388312913,0.7908,0.316,0.3900281463610775,0.15333333333333335,29.0,0.04809795269679904,0.7214891611687086
Unknown_605131,LAD,605131,2019,79,256,223,46,12,1,5,26,58,5,2,0.206,0.4307228915662651,0.2994454713493531,0.637,0.31926121372031663,0.35522388059701493,0.4426840633737185,0.44745523091423184,0.6523,0.316,0.3900281463610775,0.14666666666666667,30.0,0.033162789511824046,0.5525447690857681
Unknown_596144,KC,596144,2019,92,339,317,80,15,0,9,20,68,2,0,0.252,0.4307228915662651,0.390018484288355,0.686,0.3245382585751979,0.4835820895522388,0.24417520969245105,0.38619227144203583,0.7345,0.316,0.3900281463610775,0.14666666666666667,27.0,0.05580264912939448,0.6138077285579642
Unknown_570560,CWS,570560,2019,152,571,510,126,20,4,2,46,120,5,3,0.247,0.4698795180722892,0.2587800369685768,0.628,0.15303430079155672,0.546268656716418,0.3448275862068966,0.4088124410933082,0.6883,0.315,0.3876156011258544,0.15333333333333335,27.0,0.04047192633391965,0.591187558906692
Unknown_605412,SF,605412,2019,145,506,453,112,22,2,5,43,49,4,4,0.247,0.47289156626506024,0.30314232902033283,0.653,0.2163588390501319,0.39402985074626873,0.3653308480894688,0.14161168708765315,0.8063,0.315,0.3876156011258544,0.15333333333333335,29.0,0.012036407669864213,0.8583883129123466
Unknown_621514,DET,621514,2019,108,427,380,87,26,1,10,34,110,7,6,0.229,0.42771084337349397,0.38447319778188555,0.681,0.37994722955145116,0.4626865671641791,0.3401677539608574,0.5204995287464655,0.6464,0.314,0.384800965018094,0.14666666666666667,26.0,0.05263184570843017,0.47950047125353423
Unknown_592743,LAA,592743,2019,107,437,411,107,19,0,7,24,40,2,0,0.26,0.43975903614457834,0.3401109057301294,0.662,0.23218997361477572,0.42089552238805983,0.22506989748369055,0.1291234684260132,0.849,0.314,0.384800965018094,0.14666666666666667,30.0,0.02225308491657385,0.8708765315739868
Unknown_622666,ATL,622666,2019,99,259,242,57,13,1,7,16,44,0,0,0.236,0.37650602409638545,0.38817005545286515,0.667,0.36939313984168864,0.38208955223880603,0.2572227399813607,0.31385485391140433,0.7645,0.314,0.384800965018094,0.14666666666666667,26.0,0.043205902745529226,0.6861451460885957
Unknown_445055,CWS,445055,2019,47,185,168,44,8,0,0,8,31,3,1,0.262,0.4457831325301205,0.2513863216266174,0.615,0.1029023746701847,0.5522388059701493,0.17054986020503263,0.308435438265787,0.7459,0.314,0.384800965018094,0.14,34.0,0.06508612897033522,0.691564561734213
Unknown_501981,ATH,501981,2019,137,544,491,106,11,0,23,48,151,3,2,0.216,0.39457831325301196,0.378927911275416,0.667,0.40633245382585753,0.3761194029850746,0.38024231127679403,0.5676248821866164,0.6287,0.313,0.3819863289103337,0.14666666666666667,32.0,0.05091329610308859,0.43237511781338345
Unknown_518960,LAA,518960,2019,98,335,300,71,12,1,8,27,51,5,3,0.237,0.4487951807228916,0.3493530499075786,0.671,0.3113456464379947,0.37014925373134333,0.3448275862068966,0.2721489161168709,0.7522,0.313,0.3819863289103337,0.14666666666666667,33.0,0.02654363807988551,0.7278510838831291
Unknown_621002,TB,621002,2019,76,250,219,47,9,1,3,25,62,6,0,0.215,0.463855421686747,0.24399260628465808,0.618,0.2163588390501319,0.453731343283582,0.43522833178005593,0.49787935909519326,0.628,0.312,0.3795737836751105,0.14,25.0,0.037995572739512755,0.5021206409048069
Unknown_605612,DET,605612,2019,95,370,355,103,10,4,5,9,86,0,4,0.29,0.43975903614457834,0.3863216266173753,0.687,0.22163588390501318,0.6925373134328358,0.08247903075489282,0.46112158341187565,0.7378,0.312,0.3795737836751105,0.14,26.0,0.17510591902009423,0.5388784165881246
Unknown_543829,SEA,543829,2019,113,422,394,108,12,6,3,18,61,1,6,0.274,0.4367469879518072,0.3401109057301294,0.661,0.1978891820580475,0.5313432835820896,0.16821994408201305,0.2540056550424128,0.8033,0.311,0.3767591475673502,0.14,31.0,0.05549441137496214,0.7459943449575872
Unknown_641477,CWS,641477,2019,82,248,218,49,8,1,7,19,69,3,2,0.225,0.40662650602409633,0.356746765249538,0.66,0.3509234828496042,0.4716417910447761,0.32618825722274,0.5690386427898209,0.6089,0.31,0.3739445114595898,0.14,27.0,0.060290299212892876,0.43096135721017914
Unknown_446308,STL,446308,2019,71,196,180,37,4,0,11,13,52,1,2,0.206,0.30722891566265065,0.4380776340110906,0.671,0.5197889182058048,0.25074626865671645,0.2781919850885368,0.5386427898209236,0.6633,0.309,0.3715319662243667,0.14,33.0,0.06744515366130611,0.4613572101790764
